"match_id","date","team1","team2","venue","toss_winner","toss_decision","powerplay_runs","death_overs_runs","toss_win_helped","outcome_label","head_to_head_win_pct"
"1187018","2019-12-06","India","West Indies","Rajiv Gandhi International Stadium, Uppal","India","field","57","52",0,0,"52.38"
"1157759","2018-11-04","West Indies","India","Eden Gardens","India","field","26","39",1,0,"60.00"
"533281","2012-09-23","England","India","R Premadasa Stadium","England","field","52","51",1,1,"71.43"
"1173064","2020-03-02","Bangladesh","Sri Lanka","Junction Oval","Bangladesh","bat","25","26",0,0,"57.14"
"1197401","2019-08-21","Canada","United States of America","White Hill Field, Sandys Parish","United States of America","bat","50","35",1,0,"0.00"
"1197249","2019-09-20","South Korea","China","Yeonhui Cricket Ground","South Korea","field","36","31",1,1,NULL
"727917","2014-10-05","Australia","Pakistan","Dubai International Cricket Stadium","Pakistan","bat","30","25",1,0,"61.11"
"1230858","2020-09-28","England","West Indies","County Ground","England","bat","26","49",1,1,"54.84"
"1146725","2018-08-05","Bangladesh","West Indies","Central Broward Regional Park Stadium Turf Ground","Bangladesh","bat","68","38",1,1,"77.78"
"953103","2016-01-30","Hong Kong","Scotland","Mission Road Ground, Mong Kok","Hong Kong","field","45",NULL,0,0,"0.00"
"951397","2016-03-23","Ireland","South Africa","MA Chidambaram Stadium, Chepauk","South Africa","bat","33","51",0,1,"100.00"
"1141232","2018-05-31","West Indies","ICC World XI","Lord's","ICC World XI","field","54","50",0,1,NULL
"1237123","2020-11-29","South Africa","England","Boland Park","England","field","47","38",1,0,"50.00"
"1150555","2018-11-24","England","Australia","Sir Vivian Richards Stadium, North Sound","England","bat","34","20",0,0,"55.56"
"875513","2015-07-17","Nepal","Papua New Guinea","The Village, Malahide","Papua New Guinea","field","43","11",1,0,NULL
"1179610","2019-04-02","Namibia","Botswana","United Cricket Club Ground","Botswana","field","51","45",0,1,"50.00"
"1122909","2017-11-12","New Zealand","Pakistan","Sharjah Cricket Stadium","New Zealand","bat","23","40",1,1,"72.22"
"1034827","2017-01-29","India","England","Vidarbha Cricket Association Stadium, Jamtha","England","field","49","30",0,1,"26.67"
"1172164","2019-03-07","India","England","Barsapara Cricket Stadium","England","field","31","23",1,0,"41.67"
"225263","2006-08-28","England","Pakistan","County Ground","England","bat","41","38",0,0,NULL
"667731","2014-09-07","England","India","Edgbaston","England","bat","36","67",1,1,"66.67"
"1148062","2018-06-09","Bangladesh","Malaysia","Kinrara Academy Oval","Bangladesh","bat","31","43",1,1,NULL
"1172926","2019-02-25","China","Nepal","Terdthai Cricket Ground","China","field","24","17",1,1,NULL
"1187014","2019-11-07","India","Bangladesh","Saurashtra Cricket Association Stadium","India","field","53","30",0,0,"61.54"
"963699","2016-02-12","India","Sri Lanka","JSCA International Stadium Complex","Sri Lanka","field","68","51",0,1,"44.44"
"1203677","2020-01-18","West Indies","Ireland","Warner Park, St Kitts","West Indies","field","46","22",1,1,"42.86"
"592268","2013-03-15","Canada","Kenya","ICC Global Cricket Academy","Kenya","bat","39","30",1,0,"0.00"
"1217745","2020-03-04","Hong Kong","Singapore","Terdthai Cricket Ground","Singapore","bat","51","42",0,1,NULL
"523735","2011-09-16","Zimbabwe","Pakistan","Harare Sports Club","Zimbabwe","field","65","46",1,1,NULL
"693433","2014-09-01","England","South Africa","County Ground","England","field","19","18",0,0,"36.36"
"584924","2012-10-28","India","Pakistan","Guanggong International Cricket Stadium","Pakistan","bat","24","16",1,0,"50.00"
"1199527","2019-10-24","Canada","Hong Kong","Tolerance Oval","Hong Kong","bat","31","44",0,1,NULL
"1043991","2017-02-19","Australia","New Zealand","Simonds Stadium, South Geelong","Australia","field","40","19",1,1,"81.82"
"1157712","2018-09-24","Sri Lanka","India","Colombo Cricket Club Ground","India","field","41","8",1,0,"40.00"
"527012","2011-10-15","Zimbabwe","New Zealand","Harare Sports Club","New Zealand","field","38","24",1,0,"0.00"
"951389","2016-03-20","Bangladesh","West Indies","MA Chidambaram Stadium, Chepauk","West Indies","bat","26","44",0,1,"66.67"
"722335","2015-01-09","South Africa","West Indies","Newlands","South Africa","bat","32","40",0,0,"40.00"
"298804","2008-01-18","South Africa","West Indies","New Wanderers Stadium","South Africa","field","30","40",0,0,"0.00"
"1214765","2020-02-07","Oman","Germany","Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1)","Germany","bat","21","32",0,1,"50.00"
"636536","2014-03-09","West Indies","England","Kensington Oval, Bridgetown","West Indies","bat","44","48",1,1,"42.86"
"1168028","2019-07-31","England","Australia","County Ground","Australia","field","39","43",0,1,"53.85"
"546442","2012-03-18","Ireland","Scotland","Dubai International Cricket Stadium","Ireland","bat","55","39",1,1,"100.00"
"1215164","2020-02-26","Qatar","United Arab Emirates","Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2)","United Arab Emirates","bat","43","14",0,1,NULL
"682917","2014-03-21","United Arab Emirates","Zimbabwe","Sylhet Stadium","Zimbabwe","field","31","28",1,0,NULL
"1150553","2018-11-22","Australia","West Indies","Sir Vivian Richards Stadium, North Sound","West Indies","field","33","39",0,1,"56.25"
"881755","2015-12-05","Bangladesh","Ireland","Terdthai Cricket Ground","Bangladesh","bat","22","29",0,0,"33.33"
"1202243","2020-01-07","India","Sri Lanka","Holkar Cricket Stadium","India","field","46","29",0,0,"63.64"
"533285","2012-09-27","England","West Indies","Pallekele International Cricket Stadium","West Indies","bat","47","39",0,1,"53.85"
"754799","2014-09-05","Australia","Pakistan","Kerrydale Oval","Australia","bat","46","39",1,1,"58.82"
"1233961","2020-12-22","New Zealand","Pakistan","McLean Park","Pakistan","field","52","45",1,0,"65.52"
"1043989","2017-02-17","Australia","New Zealand","Melbourne Cricket Ground","New Zealand","field","37","24",0,1,"80.00"
"1197398","2019-08-19","Bermuda","Canada","National Stadium","Bermuda","bat","24",NULL,1,1,NULL
"573019","2013-01-26","Australia","Sri Lanka","Stadium Australia","Australia","bat","28","31",0,0,"16.67"
"1133817","2018-03-06","India","Sri Lanka","R.Premadasa Stadium, Khettarama","Sri Lanka","field","46","40",1,0,"56.25"
"698987","2014-01-20","Ireland","South Africa","West End Park International Cricket Stadium","Ireland","field","24","36",1,1,NULL
"473918","2010-12-26","New Zealand","Pakistan","Eden Park","New Zealand","field","55","42",0,0,"60.00"
"1229822","2020-08-30","Belgium","Czech Republic","Pierre Werner Cricket Ground","Belgium","bat","49","64",1,1,NULL
"546414","2012-03-14","Ireland","Kenya","Dubai International Cricket Stadium","Kenya","bat","27","4",1,0,"50.00"
"798619","2015-08-21","Ireland","Australia","YMCA Cricket Club","Australia","bat","36","37",0,1,"100.00"
"1202253","2019-11-10","West Indies","India","Darren Sammy National Cricket Stadium, St Lucia","West Indies","bat","20","22",0,0,"47.06"
"1185184","2019-06-16","Denmark","Jersey","King George V Sports Ground","Denmark","field","40","21",1,1,NULL
"446956","2010-10-31","Australia","Sri Lanka","Western Australia Cricket Association Ground","Australia","bat","29","40",0,0,"33.33"
"1198219","2019-08-30","Singapore","Malaysia","Indian Association Ground","Malaysia","bat","30","30",0,1,"33.33"
"551593","2012-09-08","England","West Indies","Riverside Ground","West Indies","bat","25","22",1,0,"50.00"
"222678","2005-10-21","South Africa","New Zealand","New Wanderers Stadium","New Zealand","field","54","21",1,0,NULL
"754717","2014-11-05","Australia","South Africa","Adelaide Oval","Australia","bat","42","28",0,0,"63.64"
"1190749","2019-08-10","Ireland","Scotland","Sportpark Het Schootsveld","Scotland","bat","24","25",0,1,"75.00"
"1230857","2020-09-26","England","West Indies","County Ground","England","bat","40","43",1,1,"53.33"
"951399","2016-03-24","England","West Indies","Himachal Pradesh Cricket Association Stadium","West Indies","bat","27","23",1,0,"52.63"
"702141","2014-02-19","West Indies","Ireland","Sabina Park, Kingston","West Indies","bat","33","33",0,0,"100.00"
"1172920","2019-02-22","Thailand","Hong Kong","Asian Institute of Technology Ground","Thailand","bat","15","26",1,1,NULL
"636538","2014-03-13","West Indies","England","Kensington Oval, Bridgetown","England","bat","70","40",0,1,"43.75"
"356010","2009-06-14","England","India","Lord's","India","field","48","40",0,1,"100.00"
"1202011","2019-10-04","Malaysia","Vanuatu","Kinrara Academy Oval","Malaysia","bat","59","44",1,1,"75.00"
"1199522","2019-10-23","Kenya","Singapore","ICC Academy Ground No 2","Singapore","bat","45","33",1,0,NULL
"1187718","2020-02-06","New Zealand","South Africa","Seddon Park","New Zealand","field","36","15",0,0,"66.67"
"951405","2016-03-26","Australia","Ireland","Feroz Shah Kotla","Australia","field","39","23",0,0,"0.00"
"1177018","2019-05-15","South Africa","Pakistan","LC de Villiers Oval","Pakistan","field","26","39",1,0,"83.33"
"531982","2011-10-11","Bangladesh","West Indies","Shere Bangla National Stadium","Bangladesh","field","48","27",0,0,"50.00"
"1179016","2019-04-01","Namibia","Botswana","United Cricket Club Ground","Namibia","field","16","1",0,0,"100.00"
"1197058","2019-09-03","Papua New Guinea","United States of America","Lochlands","United States of America","field","29","35",0,1,NULL
"951359","2016-03-26","Bangladesh","New Zealand","Eden Gardens","New Zealand","bat","35","40",0,1,"100.00"
"1168027","2019-07-28","England","Australia","County Ground, Hove","England","bat","34","27",0,0,"55.26"
"895819","2016-01-29","Australia","India","Melbourne Cricket Ground","Australia","field","57","41",1,1,"58.33"
"1123207","2018-02-16","South Africa","India","Buffalo Park","India","field","41","40",1,0,"54.55"
"951411","2016-03-27","England","Pakistan","MA Chidambaram Stadium, Chepauk","England","bat","52","31",1,1,"55.56"
"533276","2012-09-21","Bangladesh","New Zealand","Pallekele International Cricket Stadium","Bangladesh","field","37","63",1,1,"100.00"
"533296","2012-10-04","Sri Lanka","Pakistan","R Premadasa Stadium","Sri Lanka","bat","35","32",1,1,"77.78"
"523736","2011-09-18","Zimbabwe","Pakistan","Harare Sports Club","Pakistan","bat","27","35",0,1,"100.00"
"530432","2011-11-25","Pakistan","Sri Lanka","Sheikh Zayed Stadium","Sri Lanka","bat","65","17",1,0,"33.33"
"1199545","2019-10-31","Oman","Scotland","ICC Academy","Oman","bat","51","45",0,0,"0.00"
"1131241","2018-03-31","Australia","England","Brabourne Stadium","England","field","57","47",0,1,"44.12"
"1158344","2018-08-20","Botswana","Lesotho","Botswana Cricket Association Oval 1","Lesotho","field","58","34",0,1,NULL
"592269","2013-03-16","Canada","Kenya","ICC Global Cricket Academy","Kenya","bat","40","43",0,1,"0.00"
"1199528","2019-10-24","Bermuda","Scotland","Dubai International Cricket Stadium","Bermuda","field","47","60",1,1,"0.00"
"1185191","2019-06-19","Guernsey","Norway","King George V Sports Ground","Guernsey","field","28",NULL,0,0,NULL
"351696","2009-02-15","Australia","New Zealand","Sydney Cricket Ground","Australia","bat","46","36",1,1,"50.00"
"447539","2010-05-20","West Indies","South Africa","Sir Vivian Richards Stadium, North Sound","West Indies","field","31","29",1,1,"66.67"
"1077947","2017-03-26","West Indies","Pakistan","Kensington Oval, Bridgetown","Pakistan","field","34","37",1,0,"44.44"
"1133821","2018-03-14","India","Bangladesh","R.Premadasa Stadium, Khettarama","Bangladesh","field","52","50",0,1,"75.00"
"412689","2010-05-06","England","Pakistan","Kensington Oval, Bridgetown","England","field","45","35",0,0,"25.00"
"533290","2012-09-30","Australia","South Africa","R Premadasa Stadium","Australia","field","40","42",0,0,"62.50"
"1119543","2018-07-03","England","India","Old Trafford","India","field","48","42",1,0,"63.16"
"412703","2010-05-16","Australia","England","Kensington Oval, Bridgetown","England","field","28","50",1,0,"33.33"
"1130747","2018-02-18","Sri Lanka","Bangladesh","Sylhet International Cricket Stadium","Bangladesh","field","61","52",0,1,"40.00"
"603246","2013-03-08","Sri Lanka","West Indies","R Premadasa Stadium","West Indies","bat","31","27",0,1,"62.50"
"895821","2016-01-31","Australia","India","Sydney Cricket Ground","Australia","bat","62","48",0,0,"64.29"
"1120291","2017-10-26","Sri Lanka","Pakistan","Sheikh Zayed Stadium","Pakistan","field","36","15",1,0,"66.67"
"1198245","2020-08-30","Pakistan","England","Old Trafford","England","field","53","40",1,0,"35.71"
"682927","2014-03-23","Australia","Pakistan","Shere Bangla National Stadium","Australia","field","36","43",1,1,"58.33"
"476947","2010-12-30","New Zealand","Australia","Saxton Oval","New Zealand","bat","40","30",0,0,"16.67"
"412699","2010-05-11","India","Sri Lanka","Beausejour Stadium, Gros Islet","India","bat","57","29",0,0,"66.67"
"1183548","2020-02-09","Australia","England","Junction Oval","England","field","33","36",0,1,"43.90"
"356011","2009-06-15","England","West Indies","Kennington Oval","England","bat","47","39",1,1,"66.67"
"661697","2014-01-15","New Zealand","West Indies","Westpac Stadium","West Indies","bat","47","39",1,0,"44.44"
"958419","2016-01-20","Bangladesh","Zimbabwe","Sheikh Abu Naser Stadium","Zimbabwe","bat","65","46",0,1,"16.67"
"1142919","2018-07-08","Australia","Pakistan","Harare Sports Club","Australia","bat","60","36",0,0,"59.09"
"456992","2010-05-23","New Zealand","Sri Lanka","Central Broward Regional Park Stadium Turf Ground","New Zealand","bat","23","4",0,0,"37.50"
"951375","2016-03-15","India","Bangladesh","M Chinnaswamy Stadium","Bangladesh","field","52","44",0,1,"60.00"
"406198","2010-02-23","Australia","West Indies","Sydney Cricket Ground","West Indies","bat","32","45",1,0,"66.67"
"1172921","2019-02-22","China","Malaysia","Terdthai Cricket Ground","Malaysia","bat","23","14",1,0,NULL
