"match_id","date","team1","team2","venue","toss_winner","toss_decision","powerplay_runs","death_overs_runs","toss_win_helped","outcome_label","head_to_head_win_pct"
"356013","2009-06-16","New Zealand","Sri Lanka","Trent Bridge","Sri Lanka","bat","45","34",0,1,"33.33"
"602477","2013-03-31","Sri Lanka","Bangladesh","Pallekele International Cricket Stadium","Bangladesh","field","57","64",0,1,"0.00"
"951337","2016-03-18","Australia","New Zealand","Himachal Pradesh Cricket Association Stadium","New Zealand","bat","52","35",0,1,"87.50"
"1074964","2017-01-17","Netherlands","Scotland","Sheikh Zayed Stadium","Netherlands","field","21","41",1,1,"25.00"
"1190768","2019-07-22","Kuwait","Malaysia","Indian Association Ground","Malaysia","bat","34","46",0,1,"100.00"
"1122285","2018-02-18","India","South Africa","The Wanderers Stadium","South Africa","field","66","39",0,1,"50.00"
"1215159","2020-02-25","Oman","Maldives","Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1)","Oman","field","40","28",0,0,NULL
"533283","2012-09-25","Bangladesh","Pakistan","Pallekele International Cricket Stadium","Bangladesh","bat","58","39",0,0,"60.00"
"567353","2012-12-21","South Africa","New Zealand","Kingsmead","New Zealand","bat","28","7",1,0,"22.22"
"1229824","2020-08-21","Isle of Man","Guernsey","College Field","Isle of Man","bat","38","25",0,0,NULL
"682921","2014-03-21","India","Pakistan","Shere Bangla National Stadium","India","field","36","30",0,0,"50.00"
"848839","2015-08-14","South Africa","New Zealand","Kingsmead","South Africa","field","58","24",0,0,"28.57"
"936155","2017-01-22","South Africa","Sri Lanka","New Wanderers Stadium","South Africa","bat","42","16",0,0,"53.33"
"1197065","2019-09-07","Bangladesh","Thailand","Forthill","Bangladesh","bat","36","27",1,1,"100.00"
"875521","2015-07-17","Ireland","Hong Kong","The Village, Malahide","Ireland","field","34","33",1,1,NULL
"538068","2011-11-29","Bangladesh","Pakistan","Shere Bangla National Stadium","Pakistan","bat","48","23",0,1,"50.00"
"463149","2011-01-09","South Africa","India","Moses Mabhida Stadium","India","bat","52","32",0,1,"25.00"
"754721","2014-11-09","Australia","South Africa","Stadium Australia","Australia","field","53","25",0,0,"53.85"
"1031435","2017-06-25","England","South Africa","Sophia Gardens","South Africa","field","50","32",0,1,"47.62"
"1170459","2019-02-03","United Arab Emirates","Nepal","ICC Academy","United Arab Emirates","field","69",NULL,1,1,"50.00"
"1176795","2019-03-23","Papua New Guinea","Philippines","Amini Park","Papua New Guinea","bat","54","51",1,1,"100.00"
"1148059","2018-06-07","Sri Lanka","India","Royal Selangor Club","Sri Lanka","bat","26","23",0,0,"44.44"
"1199538","2019-10-27","Jersey","Oman","Sheikh Zayed Stadium","Oman","field","52","33",0,1,NULL
"682999","2014-03-31","Ireland","Pakistan","Sylhet Stadium","Pakistan","bat","24","31",0,1,"50.00"
"1172923","2019-02-24","Thailand","Kuwait","Asian Institute of Technology Ground","Kuwait","bat","11","1",1,0,NULL
"1187679","2020-01-29","New Zealand","India","Seddon Park","New Zealand","field","73","48",0,0,"27.78"
"356000","2009-06-09","New Zealand","South Africa","Lord's","New Zealand","field","45","34",1,1,"100.00"
"543885","2012-02-24","Kenya","Ireland","Mombasa Sports Club Ground","Ireland","bat","26","20",0,1,"33.33"
"1182657","2019-05-11","Rwanda","Tanzania","Takashinga Sports Club","Tanzania","bat","31","37",0,1,NULL
"1183857","2019-05-19","United States of America","Canada","Central Broward Regional Park Stadium Turf Ground","United States of America","bat","45","24",1,1,"100.00"
"1172469","2019-01-31","Pakistan","West Indies","Southend Club Cricket Stadium","West Indies","bat","35","52",0,1,"68.75"
"1031665","2017-09-16","West Indies","England","Riverside Ground","England","field","73","34",0,1,"52.38"
"1144441","2018-05-19","South Africa","Bangladesh","Mangaung Oval","Bangladesh","field","40","39",0,1,"50.00"
"1199499","2019-10-18","Scotland","Singapore","ICC Academy","Scotland","field","50","40",1,1,NULL
"1157372","2018-10-24","Pakistan","Australia","Sheikh Zayed Stadium","Australia","field","44","30",0,1,"43.48"
"660173","2013-11-22","Netherlands","Scotland","ICC Academy","Netherlands","field","50","62",1,1,"0.00"
"1199531","2019-10-25","Kenya","Namibia","Dubai International Cricket Stadium","Namibia","bat","46","64",0,1,NULL
"1162727","2018-10-22","United Arab Emirates","Australia","Tolerance Oval","United Arab Emirates","bat","23","45",0,0,NULL
"736063","2015-01-14","South Africa","West Indies","Kingsmead","West Indies","field","72","58",0,1,"33.33"
"1133822","2018-03-16","Sri Lanka","Bangladesh","R.Premadasa Stadium, Khettarama","Bangladesh","field","34","49",1,0,"41.67"
"412678","2010-04-30","New Zealand","Sri Lanka","Providence Stadium","Sri Lanka","bat","38","29",1,0,"33.33"
"412691","2010-05-07","Australia","India","Kensington Oval, Bridgetown","India","field","58","23",0,1,"66.67"
"1208606","2019-12-05","Nepal","Bhutan","Tribhuvan University International Cricket Ground","Bhutan","field","72","38",0,1,NULL
"682967","2014-03-23","Australia","New Zealand","Sylhet Stadium","Australia","field","33","40",1,1,"85.71"
"1157374","2018-10-28","Pakistan","Australia","Dubai International Cricket Stadium","Pakistan","bat","55","29",1,1,"44.44"
"660113","2013-11-16","Canada","Ireland","Sheikh Zayed Stadium","Canada","field","47","49",1,1,"0.00"
"1184260","2019-05-20","Uganda","Botswana","Lugogo Cricket Oval","Botswana","field","33","31",0,1,NULL
"754039","2014-12-05","New Zealand","Pakistan","Dubai International Cricket Stadium","Pakistan","field","48","31",0,1,"63.64"
"361531","2008-08-04","Netherlands","Scotland","Civil Service Cricket Club, Stormont","Netherlands","field","34","19",0,0,NULL
"966757","2016-03-01","India","Sri Lanka","Shere Bangla National Stadium","India","field","28","38",0,0,"45.45"
"1126721","2018-06-20","England","South Africa","The Cooper Associates County Ground","England","bat","70","62",1,1,"50.00"
"440945","2010-02-19","England","Pakistan","Dubai International Cricket Stadium","Pakistan","bat","23","30",1,0,"50.00"
"603243","2013-03-03","Sri Lanka","West Indies","R Premadasa Stadium","Sri Lanka","bat","22","22",0,0,"66.67"
"439497","2010-02-09","Canada","Netherlands","Dubai International Cricket Stadium","Canada","bat","59","23",0,0,NULL
"1173053","2020-02-24","Bangladesh","India","W.A.C.A. Ground","Bangladesh","field","53","31",1,1,"40.00"
"682931","2014-03-24","New Zealand","South Africa","Zahur Ahmed Chowdhury Stadium","New Zealand","field","40","57",1,1,"75.00"
"966735","2016-02-19","Hong Kong","Oman","Khan Shaheb Osman Ali Stadium","Oman","bat","43","50",0,1,"33.33"
"1197510","2019-08-23","Namibia","Botswana","United Cricket Club Ground","Botswana","bat","33","22",1,0,"80.00"
"1172927","2019-02-25","Hong Kong","Kuwait","Asian Institute of Technology Ground","Hong Kong","field","20",NULL,0,0,NULL
"907385","2016-02-21","South Africa","England","New Wanderers Stadium","England","field","27","37",1,0,"56.25"
"1197056","2019-09-03","Namibia","Netherlands","Lochlands","Namibia","bat","32","22",0,0,NULL
"1182916","2019-05-10","Fiji","Indonesia","Ground 1, Independence Park","Indonesia","field","21","12",1,0,NULL
"361530","2008-08-04","Ireland","Kenya","Civil Service Cricket Club, Stormont","Ireland","field","19","3",0,0,NULL
"1208804","2019-12-02","Nepal","Maldives","Pokhara Rangasala","Maldives","bat","11",NULL,1,0,NULL
"995467","2016-09-06","Sri Lanka","Australia","Pallekele International Cricket Stadium","Sri Lanka","field","78","68",1,1,"77.78"
"412677","2010-04-30","West Indies","Ireland","Providence Stadium","West Indies","bat","40","45",1,1,NULL
"1144992","2018-11-25","Australia","India","Sydney Cricket Ground","Australia","bat","44","44",0,0,"65.22"
"1183529","2019-11-08","Australia","Pakistan","Perth Stadium","Australia","field","38","14",0,0,"56.25"
"1199523","2019-10-23","Canada","Ireland","Sheikh Zayed Stadium","Canada","bat","42","28",1,1,"50.00"
"635660","2013-08-06","Sri Lanka","South Africa","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa","South Africa","bat","38","44",1,0,"75.00"
"1233465","2020-11-08","Zimbabwe","Pakistan","Rawalpindi Cricket Stadium","Pakistan","field","49","33",1,0,"72.73"
"1153858","2019-02-06","New Zealand","India","Westpac Stadium","India","field","39","40",0,1,"10.00"
"533310","2012-10-01","Australia","England","Galle International Stadium","Australia","bat","49","28",0,0,"33.33"
"287870","2007-09-18","Australia","Pakistan","New Wanderers Stadium","Pakistan","field","63","26",1,0,NULL
"386535","2009-02-10","Sri Lanka","India","R Premadasa Stadium","Sri Lanka","bat","60","36",0,0,NULL
"351695","2009-01-13","Australia","South Africa","Brisbane Cricket Ground, Woolloongabba","South Africa","bat","36","43",1,0,"66.67"
"1083449","2017-04-04","Sri Lanka","Bangladesh","R Premadasa Stadium","Bangladesh","bat","59","32",1,0,"28.57"
"1188786","2019-06-18","Tanzania","Uganda","Gahanga International Cricket Stadium. Rwanda","Tanzania","bat","18","24",1,1,NULL
"1131235","2018-03-22","India","Australia","Brabourne Stadium","Australia","field","50","46",1,0,"31.58"
"366707","2008-12-26","New Zealand","West Indies","Eden Park, Auckland","New Zealand","bat","48","41",0,0,"0.00"
"567071","2012-07-18","Ireland","Bangladesh","Civil Service Cricket Club, Stormont","Ireland","field","42","52",1,1,"100.00"
"1050219","2016-09-24","Pakistan","West Indies","Dubai International Cricket Stadium","West Indies","field","43","43",0,1,"57.14"
"1184900","2019-05-22","Ghana","Nigeria","Kyambogo Cricket Oval","Ghana","field","22","39",1,1,NULL
"569239","2013-02-15","New Zealand","England","Westpac Stadium","England","field","36","37",1,0,"83.33"
"1198490","2019-10-07","Pakistan","Sri Lanka","Gaddafi Stadium","Sri Lanka","bat","52","40",0,1,"48.00"
"514024","2011-10-16","South Africa","Australia","New Wanderers Stadium","Australia","bat","28","44",1,0,"42.86"
"1203678","2020-01-19","West Indies","Ireland","Warner Park, St Kitts","West Indies","field","65","16",0,0,"50.00"
"1190771","2019-07-24","Malaysia","Nepal","Indian Association Ground","Nepal","field","53",NULL,1,0,"66.67"
"255954","2006-12-01","South Africa","India","New Wanderers Stadium","South Africa","bat","32","23",0,0,NULL
"1138198","2018-03-25","West Indies","New Zealand","Seddon Park","New Zealand","field","50","24",1,0,"44.44"
"556252","2012-03-30","South Africa","India","New Wanderers Stadium","India","field","52","71",0,1,"40.00"
"1183512","2019-10-02","Australia","Sri Lanka","North Sydney Oval","Australia","bat","59","60",1,1,"35.29"
"350050","2009-08-30","England","Australia","Old Trafford","England","field","42","40",1,1,"60.00"
"1215139","2020-02-24","Malaysia","Hong Kong","Kinrara Academy Oval","Malaysia","bat","50","33",1,1,"100.00"
"754719","2014-11-07","Australia","South Africa","Melbourne Cricket Ground","South Africa","bat","35","24",1,0,"58.33"
"533294","2012-10-02","Australia","Pakistan","R Premadasa Stadium","Australia","field","32","35",1,1,"54.55"
"1201680","2019-09-27","Nepal","Zimbabwe","Indian Association Ground","Nepal","bat","29","38",0,0,NULL
"1168248","2019-02-27","India","Australia","M.Chinnaswamy Stadium","Australia","field","58","55",1,0,"36.00"
"1133818","2018-03-08","Bangladesh","India","R.Premadasa Stadium, Khettarama","India","field","45","28",1,0,"28.57"
"567367","2013-03-03","South Africa","Pakistan","SuperSport Park","Pakistan","bat","60","27",0,1,"60.00"
"951391","2016-03-20","Sri Lanka","Ireland","Punjab Cricket Association IS Bindra Stadium, Mohali","Sri Lanka","bat","37","28",1,1,"0.00"
"439146","2010-05-19","West Indies","South Africa","Sir Vivian Richards Stadium, North Sound","West Indies","field","29","22",1,1,"60.00"
"258464","2007-06-29","England","West Indies","Kennington Oval","West Indies","bat","45","25",1,0,"100.00"
"355996","2009-06-07","England","Pakistan","Kennington Oval","Pakistan","field","67","33",0,1,"0.00"
"1190744","2019-08-08","Netherlands","Ireland","Sportpark Het Schootsveld","Netherlands","field","49","33",1,1,"75.00"
"1122730","2017-12-22","India","Sri Lanka","Holkar Cricket Stadium","Sri Lanka","field","63","58",0,1,"50.00"
"1199540","2019-10-27","United Arab Emirates","Canada","Sheikh Zayed Stadium","Canada","field","42","42",0,1,NULL
"564786","2012-08-07","Sri Lanka","India","Pallekele International Cricket Stadium","Sri Lanka","field","48","31",1,1,"50.00"
"649103","2013-11-15","Pakistan","South Africa","Dubai International Cricket Stadium","South Africa","bat","44","30",0,1,"28.57"
"1217740","2020-03-01","Hong Kong","Nepal","Terdthai Cricket Ground","Nepal","field","41","34",0,1,"20.00"
"1215162","2020-02-25","Iran","Kuwait","Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2)","Kuwait","field","33","28",1,0,NULL
"683003","2014-04-01","Bangladesh","Sri Lanka","Sylhet Stadium","Bangladesh","bat","34","26",1,1,"60.00"
"1197508","2019-08-20","Namibia","Botswana","United Cricket Club Ground","Botswana","field","58","63",0,1,"75.00"
"1150542","2018-11-13","Australia","New Zealand","Providence Stadium","Australia","bat","50","31",1,1,"78.95"
"1150554","2018-11-22","India","England","Sir Vivian Richards Stadium, North Sound","India","bat","45","17",0,0,"40.91"
"1213058","2020-01-24","Pakistan","Bangladesh","Gaddafi Stadium","Bangladesh","bat","39","35",1,0,"62.50"
"412717","2010-05-14","West Indies","New Zealand","Beausejour Stadium, Gros Islet","West Indies","field","41","38",1,1,"66.67"
"1158348","2018-08-21","Sierra Leone","Namibia","Botswana Cricket Association Oval 1","Namibia","field","15","12",1,0,NULL
"1197063","2019-09-07","Ireland","Papua New Guinea","Forthill","Ireland","field","14","30",0,0,"75.00"
"659547","2013-08-24","Zimbabwe","Pakistan","Harare Sports Club","Zimbabwe","field","37","45",1,1,"100.00"
"1172471","2019-02-03","Pakistan","West Indies","Southend Club Cricket Stadium","Pakistan","bat","47","38",1,1,"66.67"
"1183525","2019-10-30","Australia","Sri Lanka","Brisbane Cricket Ground, Woolloongabba","Sri Lanka","bat","37","20",1,0,"42.11"
"884349","2016-03-06","South Africa","Australia","New Wanderers Stadium","Australia","field","66","57",1,0,"46.67"
"543884","2012-02-23","Kenya","Ireland","Mombasa Sports Club Ground","Kenya","bat","32","36",0,0,"50.00"
"287871","2007-09-18","Bangladesh","Sri Lanka","New Wanderers Stadium","Bangladesh","field","38","44",1,1,NULL
"1197053","2019-09-01","Ireland","Netherlands","Forthill","Ireland","bat","30","32",1,1,"20.00"
"683011","2014-04-03","Australia","West Indies","Shere Bangla National Stadium","Australia","bat","32","41",1,1,"66.67"
"1115807","2018-01-22","Pakistan","New Zealand","Westpac Stadium","New Zealand","field","30","35",1,0,"25.00"
"930573","2015-11-22","United Arab Emirates","Oman","Sheikh Zayed Stadium","United Arab Emirates","field","38","29",0,0,NULL
"1168162","2019-02-06","South Africa","Sri Lanka","SuperSport Park","Sri Lanka","field","41","38",0,1,"45.00"
"1185182","2019-06-17","Denmark","Norway","King George V Sports Ground","Denmark","bat","43","27",1,1,NULL
"1150547","2018-11-16","South Africa","England","Daren Sammy National Cricket Stadium, Gros Islet","South Africa","bat","26","20",0,0,"50.00"
"1197253","2019-09-22","China","Hong Kong","Yeonhui Cricket Ground","Hong Kong","field","23","20",0,1,"50.00"
"660149","2013-11-19","Kenya","Scotland","ICC Academy","Kenya","bat","67","49",1,1,NULL
"593986","2013-03-02","West Indies","Zimbabwe","Sir Vivian Richards Stadium, North Sound","Zimbabwe","bat","36","39",1,0,"100.00"
"593728","2013-08-31","England","Australia","Riverside Ground","England","field","30","25",0,0,"64.29"
"1199534","2019-10-26","Bermuda","Netherlands","Dubai International Cricket Stadium","Netherlands","bat","49","55",0,1,NULL
"1119545","2018-07-08","England","India","County Ground","India","field","69","39",1,0,"61.90"
"951415","2016-03-30","Australia","England","Feroz Shah Kotla","England","field","43","22",0,1,"38.46"
"1147723","2018-07-08","Netherlands","Bangladesh","Sportpark Maarschalkerweerd","Bangladesh","field","21","4",1,0,"0.00"
"1115809","2018-01-28","Pakistan","New Zealand","Bay Oval","Pakistan","bat","45","58",1,1,"27.27"
"551596","2012-09-15","England","West Indies","County Ground","England","bat","33","39",1,1,"54.55"
"868723","2015-05-22","Pakistan","Zimbabwe","Gaddafi Stadium","Zimbabwe","bat","57","43",1,0,"0.00"
"1197404","2019-08-24","Cayman Islands","United States of America","White Hill Field, Sandys Parish","Cayman Islands","bat","21","8",0,0,"100.00"
"1199537","2019-10-27","Hong Kong","Nigeria","Tolerance Oval","Nigeria","bat","30","20",1,0,NULL
"951385","2016-03-18","Australia","South Africa","Vidarbha Cricket Association Stadium, Jamtha","South Africa","bat","42","18",1,0,"58.82"
"1201685","2019-10-03","Singapore","Zimbabwe","Indian Association Ground","Zimbabwe","field","71","27",1,0,"100.00"
"392615","2009-05-07","Australia","Pakistan","Dubai International Cricket Stadium","Pakistan","field","55","11",1,0,"0.00"
"1215137","2020-02-21","Malaysia","Hong Kong","Kinrara Academy Oval","Malaysia","bat","39","25",1,1,"100.00"
"902651","2015-11-27","England","Pakistan","Dubai International Cricket Stadium","England","bat","44","42",1,1,"56.25"
"683005","2014-04-01","India","West Indies","Sylhet Stadium","West Indies","bat","36","18",1,0,"0.00"
"1182658","2019-05-12","Zimbabwe","Namibia","Harare Sports Club","Namibia","field","22","28",0,1,NULL
"1214671","2020-03-11","Bangladesh","Zimbabwe","Shere Bangla National Stadium, Mirpur","Bangladesh","field","38","22",0,0,"45.45"
"1145895","2018-06-29","Ireland","Bangladesh","The Village, Malahide, Dublin","Ireland","bat","33","31",0,0,"66.67"
"966755","2016-02-29","Pakistan","United Arab Emirates","Shere Bangla National Stadium","United Arab Emirates","bat","22","29",1,0,NULL
"919605","2015-09-29","Zimbabwe","Pakistan","Harare Sports Club","Pakistan","bat","34","32",0,1,"100.00"
"682971","2014-03-24","England","West Indies","Sylhet Stadium","England","field","37","20",1,1,"52.94"
"951367","2016-03-28","South Africa","Sri Lanka","Feroz Shah Kotla","South Africa","field","49","21",0,0,"50.00"
"1199535","2019-10-26","Namibia","Singapore","Dubai International Cricket Stadium","Singapore","field","48","42",0,1,NULL
"412686","2010-05-03","Sri Lanka","Zimbabwe","Providence Stadium","Sri Lanka","bat","53","36",1,1,NULL
"1199513","2019-10-21","United Arab Emirates","Hong Kong","Sheikh Zayed Stadium","Hong Kong","bat","38","21",1,0,"50.00"
"1187005","2019-09-18","India","South Africa","Punjab Cricket Association IS Bindra Stadium, Mohali","India","field","39","27",0,0,"52.94"
"1172510","2019-02-17","Oman","Scotland","Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1)","Scotland","field","23","35",1,0,"0.00"
"533306","2012-09-29","England","India","Galle International Stadium","India","bat","21","31",1,0,"75.00"
"446960","2011-01-12","Australia","England","Adelaide Oval","Australia","bat","46","35",0,0,"28.57"
"954743","2016-02-16","United Arab Emirates","Ireland","Sheikh Zayed Stadium","United Arab Emirates","bat","48","29",1,1,"50.00"
"1172925","2019-02-25","Thailand","Malaysia","Terdthai Cricket Ground","Malaysia","field","24","27",0,1,"100.00"
"1126722","2018-06-23","England","South Africa","The Cooper Associates County Ground","England","bat","48","46",0,0,"52.17"
"682989","2014-03-28","Sri Lanka","West Indies","Sylhet Stadium","Sri Lanka","bat","40","2",0,0,"66.67"
"636164","2014-01-29","Australia","England","Bellerive Oval","Australia","bat","60","53",1,1,"37.50"
"1190769","2019-07-23","Nepal","Qatar","Indian Association Ground","Nepal","bat","49","25",0,0,NULL
"683001","2014-03-31","New Zealand","South Africa","Sylhet Stadium","New Zealand","bat","33","26",0,0,"76.92"
"1153318","2018-12-20","Bangladesh","West Indies","Shere Bangla National Stadium, Mirpur","West Indies","field","57","52",0,1,"66.67"
"951357","2016-03-25","South Africa","West Indies","Vidarbha Cricket Association Stadium, Jamtha","West Indies","field","40","24",1,0,"46.67"
"489212","2011-04-21","West Indies","Pakistan","Beausejour Stadium, Gros Islet","West Indies","bat","55","32",1,1,NULL
"1198476","2019-09-16","West Indies","Australia","Kensington Oval, Barbados","Australia","field","33","21",1,0,"38.89"
"1200428","2019-09-19","Netherlands","Scotland","The Village, Malahide","Netherlands","bat","41","33",0,0,"42.86"
"913663","2016-09-07","England","Pakistan","Old Trafford","England","bat","55","25",0,0,"63.64"
"1235832","2020-10-18","Bulgaria","Romania","Moara Vlasiei Cricket Ground","Bulgaria","bat","18",NULL,0,0,"50.00"
"931396","2015-11-13","Bangladesh","Zimbabwe","Shere Bangla National Stadium","Bangladesh","field","26","23",0,0,"0.00"
"1172916","2019-02-21","Malaysia","United Arab Emirates","Terdthai Cricket Ground","United Arab Emirates","bat","35","34",0,1,NULL
"1182648","2019-05-06","Namibia","Uganda","Old Hararians","Uganda","field","36","19",0,1,NULL
"1144174","2019-03-24","South Africa","Sri Lanka","The Wanderers Stadium","Sri Lanka","field","41","56",0,1,"47.83"
"1153317","2018-12-17","Bangladesh","West Indies","Sylhet International Cricket Stadium","Bangladesh","bat","51","19",0,0,"72.73"
"1184266","2019-05-23","Uganda","Ghana","Kyambogo Cricket Oval","Ghana","bat","35","27",1,0,NULL
"1190607","2019-06-27","Netherlands","Scotland","La Manga Club Top Ground","Netherlands","field","29","9",0,0,"33.33"
"1173061","2020-02-29","India","Sri Lanka","Junction Oval","Sri Lanka","bat","36","29",1,0,"62.50"
"914225","2016-01-22","New Zealand","Pakistan","Westpac Stadium","Pakistan","field","47","52",0,1,"64.29"
"962023","2016-09-05","Ireland","Bangladesh","Bready Cricket Club, Magheramason","Bangladesh","field","39",NULL,0,1,"75.00"
"1123208","2018-02-18","India","South Africa","The Wanderers Stadium","South Africa","field","54","8",1,0,"50.00"
"1142501","2018-06-12","Netherlands","Ireland","Hazelaarweg","Ireland","field","42","27",0,1,"60.00"
"954741","2016-02-14","United Arab Emirates","Ireland","Sheikh Zayed Stadium","United Arab Emirates","field","18","44",1,1,"0.00"
"682933","2014-03-24","Netherlands","Sri Lanka","Zahur Ahmed Chowdhury Stadium","Sri Lanka","field","25",NULL,1,0,NULL
"1138195","2018-03-16","New Zealand","West Indies","Bay Oval","West Indies","field","45","40",0,1,"50.00"
"1072317","2018-02-07","England","Australia","Bellerive Oval","Australia","field","54","28",1,0,"60.00"
"1122731","2017-12-24","Sri Lanka","India","Wankhede Stadium","India","field","39","29",1,0,"46.67"
"478279","2010-10-26","Pakistan","South Africa","Sheikh Zayed Stadium","Pakistan","bat","32","25",0,0,"100.00"
"403385","2009-09-02","Sri Lanka","New Zealand","R Premadasa Stadium","New Zealand","bat","42","29",0,1,"50.00"
"287860","2007-09-14","Kenya","Sri Lanka","New Wanderers Stadium","Kenya","field","61","66",1,1,NULL
"1147728","2018-07-10","Papua New Guinea","Netherlands","VRA Ground","Netherlands","field","35","29",0,1,NULL
"1173049","2020-02-22","Thailand","West Indies","W.A.C.A. Ground","Thailand","bat","29","18",0,0,NULL
"946555","2016-07-07","England","Pakistan","County Ground","England","bat","52","34",1,1,"61.90"
"355994","2009-06-06","Bangladesh","India","Trent Bridge","India","bat","48","59",0,1,NULL
"1031431","2017-06-21","England","South Africa","The Rose Bowl","South Africa","bat","40","40",1,0,"47.37"
"514023","2011-10-13","South Africa","Australia","Newlands","South Africa","bat","38","45",0,0,"50.00"
"951419","2016-04-03","Australia","West Indies","Eden Gardens","Australia","bat","56","28",0,0,"60.00"
"603244","2013-03-05","Sri Lanka","West Indies","R Premadasa Stadium","Sri Lanka","field","43","24",1,1,"57.14"
"446961","2011-01-14","Australia","England","Melbourne Cricket Ground","Australia","bat","61","39",1,1,"25.00"
"1150535","2018-11-09","West Indies","Bangladesh","Providence Stadium","Bangladesh","field","17","33",0,1,"20.00"
"1208347","2019-12-17","England","Pakistan","Kinrara Academy Oval","Pakistan","field","51","43",0,1,"58.33"
"1147726","2018-07-10","Uganda","Ireland","VRA Ground","Ireland","field","15","21",1,0,NULL
"1183856","2019-05-18","United States of America","Canada","Central Broward Regional Park Stadium Turf Ground","Canada","field","35","14",0,1,NULL
"951333","2016-03-16","Bangladesh","Pakistan","Eden Gardens","Pakistan","bat","58","44",0,1,"33.33"
"903587","2015-10-02","India","South Africa","Himachal Pradesh Cricket Association Stadium","South Africa","field","47","37",1,0,"50.00"
"682981","2014-03-26","England","India","Sylhet Stadium","India","bat","23","19",1,0,"72.73"
"951413","2016-03-28","South Africa","Sri Lanka","M Chinnaswamy Stadium","Sri Lanka","bat","36","25",0,1,"50.00"
"682925","2014-03-22","England","New Zealand","Zahur Ahmed Chowdhury Stadium","New Zealand","field","65","42",0,1,"28.57"
"356012","2009-06-15","Ireland","Pakistan","Kennington Oval","Pakistan","bat","45","30",0,1,NULL
"682919","2014-03-21","Ireland","Netherlands","Sylhet Stadium","Netherlands","field","50","49",1,0,"50.00"
"1157373","2018-10-26","Pakistan","Australia","Dubai International Cricket Stadium","Pakistan","bat","45","40",1,1,"44.00"
"931398","2015-11-15","Bangladesh","Zimbabwe","Shere Bangla National Stadium","Bangladesh","bat","42","22",0,0,"0.00"
"1202010","2019-10-03","Malaysia","Vanuatu","Kinrara Academy Oval","Malaysia","bat","33","44",0,0,"100.00"
"287876","2007-09-20","South Africa","India","Kingsmead","India","bat","34","52",0,1,"0.00"
"1156219","2018-10-06","West Indies","South Africa","Brian Lara Stadium, Tarouba","South Africa","field","29","45",1,0,"55.56"
"1150539","2018-11-12","Bangladesh","England","Daren Sammy National Cricket Stadium, Gros Islet","England","field","18","23",0,1,"100.00"
"1119502","2017-10-10","India","Australia","Barsapara Cricket Stadium","Australia","field","35","28",1,0,"33.33"
"666049","2014-02-02","Australia","England","Stadium Australia","Australia","field","26","19",0,0,"36.84"
"1148054","2018-06-06","Pakistan","Sri Lanka","Kinrara Academy Oval","Sri Lanka","field","33","22",0,1,"43.48"
"287855","2007-09-12","Pakistan","Scotland","Kingsmead","Scotland","field","38","47",0,1,NULL
"1190767","2019-07-22","Singapore","Qatar","Indian Association Ground","Singapore","bat","47","42",1,1,NULL
"1183546","2020-02-07","England","India","Junction Oval","England","field","38","32",0,0,"55.56"
"627009","2013-07-05","England","Pakistan","Haslegrave Ground","Pakistan","bat","30","29",0,1,"46.15"
"1173069","2020-03-05","Australia","South Africa","Sydney Cricket Ground","South Africa","field","48","31",0,1,"45.45"
"1198491","2019-10-09","Pakistan","Sri Lanka","Gaddafi Stadium","Sri Lanka","bat","44","36",0,1,"50.00"
"1115800","2018-01-03","New Zealand","West Indies","Bay Oval","New Zealand","bat","63","52",1,1,"42.86"
"533311","2012-10-04","England","New Zealand","R Premadasa Stadium","England","field","23","25",0,0,"22.22"
"1198218","2019-08-29","Singapore","Malaysia","Indian Association Ground","Singapore","bat","20","33",0,0,"50.00"
"742617","2014-12-04","New Zealand","Pakistan","Dubai International Cricket Stadium","Pakistan","field","37","22",1,0,"70.00"
"661695","2014-01-11","New Zealand","West Indies","Eden Park","New Zealand","bat","53","50",1,1,"37.50"
"1144162","2019-02-03","South Africa","Pakistan","The Wanderers Stadium","Pakistan","field","42","62",0,1,"81.25"
"1214763","2020-02-04","Oman","Germany","Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1)","Oman","field","36","50",1,1,NULL
"667887","2014-05-20","England","Sri Lanka","Kennington Oval","England","field","44","46",1,1,"16.67"
"1190752","2019-08-13","Ireland","Thailand","Sportpark Het Schootsveld","Ireland","bat","32","3",1,1,"100.00"
"412716","2010-05-13","Australia","India","Beausejour Stadium, Gros Islet","India","bat","27","31",1,0,"75.00"
"355991","2009-06-05","England","Netherlands","Lord's","Netherlands","field","46","34",1,0,NULL
"412684","2010-05-04","New Zealand","Zimbabwe","Providence Stadium","New Zealand","field","51",NULL,1,1,NULL
"1214670","2020-03-09","Bangladesh","Zimbabwe","Shere Bangla National Stadium, Mirpur","Zimbabwe","field","59","53",0,1,"40.00"
"1150544","2018-11-14","West Indies","South Africa","Daren Sammy National Cricket Stadium, Gros Islet","South Africa","field","26","31",0,1,"52.63"
"412695","2010-05-09","West Indies","India","Kensington Oval, Bridgetown","India","field","36","44",0,1,"100.00"
