match_id,match_type,date,team1,team2,venue,toss_winner,toss_decision
1001349,,2017-02-17,Australia,Sri Lanka,Melbourne Cricket Ground,Sri Lanka,field
1001351,,2017-02-19,Australia,Sri Lanka,"Simonds Stadium, South Geelong",Sri Lanka,field
1001353,,2017-02-22,Australia,Sri Lanka,Adelaide Oval,Sri Lanka,field
1004729,,2016-09-05,Ireland,Hong Kong,"Bready Cricket Club, Magheramason",Hong Kong,bat
1007655,,2016-06-18,Zimbabwe,India,Harare Sports Club,India,field
1007657,,2016-06-20,Zimbabwe,India,Harare Sports Club,Zimbabwe,bat
1007659,,2016-06-22,Zimbabwe,India,Harare Sports Club,Zimbabwe,field
1019979,,2017-01-03,New Zealand,Bangladesh,McLean Park,Bangladesh,bat
1019981,,2017-01-06,New Zealand,Bangladesh,Bay Oval,Bangladesh,field
1019983,,2017-01-08,New Zealand,Bangladesh,Bay Oval,Bangladesh,field
1020029,,2017-02-17,New Zealand,South Africa,Eden Park,New Zealand,field
1031431,,2017-06-21,England,South Africa,The Rose Bowl,South Africa,bat
1031433,,2017-06-23,England,South Africa,County Ground,England,field
1031435,,2017-06-25,England,South Africa,Sophia Gardens,South Africa,field
1031665,,2017-09-16,West Indies,England,Riverside Ground,England,field
1034825,,2017-01-26,India,England,Green Park,England,field
1034827,,2017-01-29,India,England,"Vidarbha Cricket Association Stadium, Jamtha",England,field
1034829,,2017-02-01,India,England,M Chinnaswamy Stadium,England,field
1041615,,2016-08-27,India,West Indies,Central Broward Regional Park Stadium Turf Ground,India,field
1041617,,2016-08-28,India,West Indies,Central Broward Regional Park Stadium Turf Ground,India,field
1043989,,2017-02-17,Australia,New Zealand,Melbourne Cricket Ground,New Zealand,field
1043991,,2017-02-19,Australia,New Zealand,"Simonds Stadium, South Geelong",Australia,field
1043993,,2017-02-22,Australia,New Zealand,Adelaide Oval,New Zealand,bat
1044211,,2016-09-27,Sri Lanka,Australia,Sinhalese Sports Club Ground,Australia,field
1050217,,2016-09-23,Pakistan,West Indies,Dubai International Cricket Stadium,Pakistan,field
1050219,,2016-09-24,Pakistan,West Indies,Dubai International Cricket Stadium,West Indies,field
1050221,,2016-09-27,Pakistan,West Indies,Sheikh Zayed Stadium,Pakistan,field
1050615,,2016-11-21,New Zealand,Pakistan,Saxton Oval,New Zealand,bat
1065348,,2016-12-04,India,Pakistan,Asian Institute of Technology Ground,India,bat
1072316,,2018-02-03,New Zealand,Australia,Sydney Cricket Ground,Australia,field
1072317,,2018-02-07,England,Australia,Bellerive Oval,Australia,field
1072318,,2018-02-10,England,Australia,Melbourne Cricket Ground,Australia,field
1072319,,2018-02-13,New Zealand,England,Westpac Stadium,England,field
1072320,,2018-02-16,New Zealand,Australia,Eden Park,New Zealand,bat
1072321,,2018-02-18,England,New Zealand,Seddon Park,New Zealand,field
1072322,,2018-02-21,New Zealand,Australia,Eden Park,New Zealand,bat
1074957,,2017-01-14,Hong Kong,Scotland,Sheikh Zayed Stadium,Scotland,bat
1074959,,2017-01-15,Netherlands,Oman,Sheikh Zayed Stadium,Oman,bat
1074961,,2017-01-16,Hong Kong,Oman,Sheikh Zayed Stadium,Oman,field
1074964,,2017-01-17,Netherlands,Scotland,Sheikh Zayed Stadium,Netherlands,field
1074965,,2017-01-18,United Arab Emirates,Ireland,Dubai International Cricket Stadium,Ireland,bat
1074966,,2017-01-18,Hong Kong,Netherlands,Dubai International Cricket Stadium,Hong Kong,bat
1074968,,2017-01-19,Oman,Scotland,Dubai International Cricket Stadium,Oman,bat
1074970,,2017-01-20,Ireland,Scotland,Dubai International Cricket Stadium,Scotland,field
1075507,,2017-10-26,South Africa,Bangladesh,Mangaung Oval,South Africa,bat
1075508,,2017-10-29,South Africa,Bangladesh,Senwes Park,Bangladesh,field
1077947,,2017-03-26,West Indies,Pakistan,"Kensington Oval, Bridgetown",Pakistan,field
1077948,,2017-03-30,West Indies,Pakistan,"Queen's Park Oval, Port of Spain",West Indies,field
1083449,,2017-04-04,Sri Lanka,Bangladesh,R Premadasa Stadium,Bangladesh,bat
1083450,,2017-04-06,Sri Lanka,Bangladesh,R Premadasa Stadium,Bangladesh,bat
1085495,,2017-04-01,West Indies,Pakistan,"Queen's Park Oval, Port of Spain",Pakistan,bat
1085496,,2017-04-02,West Indies,Pakistan,"Queen's Park Oval, Port of Spain",Pakistan,field
1086067,,2017-11-17,England,Australia,North Sydney Oval,Australia,field
1086068,,2017-11-19,England,Australia,Manuka Oval,England,bat
1086069,,2017-11-21,Australia,England,Manuka Oval,Australia,bat
1089202,,2017-04-12,United Arab Emirates,Papua New Guinea,Sheikh Zayed Stadium,United Arab Emirates,field
1089203,,2017-04-14,United Arab Emirates,Papua New Guinea,Sheikh Zayed Stadium,Papua New Guinea,field
1089243,,2017-04-14,United Arab Emirates,Papua New Guinea,Sheikh Zayed Stadium,Papua New Guinea,bat
1098211,,2017-07-09,West Indies,India,"Sabina Park, Kingston",West Indies,field
1109610,,2017-09-06,Sri Lanka,India,"R.Premadasa Stadium, Khettarama",India,field
1115798,,2017-12-29,New Zealand,West Indies,Saxton Oval,West Indies,field
1115799,,2018-01-01,New Zealand,West Indies,Bay Oval,West Indies,field
1115800,,2018-01-03,New Zealand,West Indies,Bay Oval,New Zealand,bat
1115807,,2018-01-22,Pakistan,New Zealand,Westpac Stadium,New Zealand,field
1115808,,2018-01-25,Pakistan,New Zealand,Eden Park,Pakistan,bat
1115809,,2018-01-28,Pakistan,New Zealand,Bay Oval,Pakistan,bat
1117821,,2017-09-12,Pakistan,ICC World XI,Gaddafi Stadium,ICC World XI,field
1117822,,2017-09-13,Pakistan,ICC World XI,Gaddafi Stadium,Pakistan,bat
1117824,,2017-09-15,Pakistan,ICC World XI,Gaddafi Stadium,ICC World XI,field
1119501,,2017-10-07,Australia,India,JSCA International Stadium Complex,India,field
1119502,,2017-10-10,India,Australia,Barsapara Cricket Stadium,Australia,field
1119542,,2018-06-27,England,Australia,Edgbaston,Australia,field
1119543,,2018-07-03,England,India,Old Trafford,India,field
1119544,,2018-07-06,India,England,Sophia Gardens,England,field
1119545,,2018-07-08,England,India,County Ground,India,field
1120093,,2017-11-01,India,New Zealand,Arun Jaitley Stadium,New Zealand,field
1120094,,2017-11-04,New Zealand,India,Saurashtra Cricket Association Stadium,New Zealand,bat
1120095,,2017-11-07,India,New Zealand,Greenfield International Stadium,New Zealand,field
1120291,,2017-10-26,Sri Lanka,Pakistan,Sheikh Zayed Stadium,Pakistan,field
1120292,,2017-10-27,Sri Lanka,Pakistan,Sheikh Zayed Stadium,Pakistan,field
1120293,,2017-10-29,Pakistan,Sri Lanka,Gaddafi Stadium,Sri Lanka,field
1122285,,2018-02-18,India,South Africa,The Wanderers Stadium,South Africa,field
1122286,,2018-02-21,India,South Africa,SuperSport Park,South Africa,field
1122287,,2018-02-24,India,South Africa,Newlands,South Africa,field
1122729,,2017-12-20,India,Sri Lanka,Barabati Stadium,Sri Lanka,field
1122730,,2017-12-22,India,Sri Lanka,Holkar Cricket Stadium,Sri Lanka,field
1122731,,2017-12-24,Sri Lanka,India,Wankhede Stadium,India,field
1122902,,2017-10-21,West Indies,Sri Lanka,Coolidge Cricket Ground,West Indies,bat
1122908,,2017-11-09,New Zealand,Pakistan,Sharjah Cricket Stadium,New Zealand,bat
1122909,,2017-11-12,New Zealand,Pakistan,Sharjah Cricket Stadium,New Zealand,bat
1122910,,2017-11-14,Pakistan,New Zealand,Sharjah Cricket Stadium,Pakistan,bat
1123206,,2018-02-13,South Africa,India,Senwes Park,India,field
1123207,,2018-02-16,South Africa,India,Buffalo Park,India,field
1123208,,2018-02-18,India,South Africa,The Wanderers Stadium,South Africa,field
1123209,,2018-02-21,South Africa,India,SuperSport Park,India,field
1123210,,2018-02-24,India,South Africa,Newlands,South Africa,field
1126720,,2018-06-20,New Zealand,South Africa,The Cooper Associates County Ground,South Africa,field
1126721,,2018-06-20,England,South Africa,The Cooper Associates County Ground,England,bat
1126722,,2018-06-23,England,South Africa,The Cooper Associates County Ground,England,bat
1126723,,2018-06-23,England,New Zealand,The Cooper Associates County Ground,England,bat
1126724,,2018-06-28,South Africa,New Zealand,County Ground,South Africa,bat
1126725,,2018-06-28,New Zealand,England,County Ground,New Zealand,bat
1126726,,2018-07-01,New Zealand,England,County Ground,New Zealand,bat
1127300,,2018-06-12,Pakistan,Scotland,"Grange Cricket Club, Raeburn Place",Pakistan,bat
1127301,,2018-06-13,Pakistan,Scotland,"Grange Cricket Club, Raeburn Place",Pakistan,bat
1130746,,2018-02-15,Bangladesh,Sri Lanka,"Shere Bangla National Stadium, Mirpur",Bangladesh,bat
1130747,,2018-02-18,Sri Lanka,Bangladesh,Sylhet International Cricket Stadium,Bangladesh,field
1131235,,2018-03-22,India,Australia,Brabourne Stadium,Australia,field
1131236,,2018-03-23,Australia,England,Brabourne Stadium,England,field
1131237,,2018-03-25,India,England,Brabourne Stadium,England,field
1131238,,2018-03-26,Australia,India,Brabourne Stadium,India,field
1131239,,2018-03-28,England,Australia,Brabourne Stadium,Australia,field
1131240,,2018-03-29,England,India,Brabourne Stadium,England,bat
1131241,,2018-03-31,Australia,England,Brabourne Stadium,England,field
1133817,,2018-03-06,India,Sri Lanka,"R.Premadasa Stadium, Khettarama",Sri Lanka,field
1133818,,2018-03-08,Bangladesh,India,"R.Premadasa Stadium, Khettarama",India,field
1133819,,2018-03-10,Sri Lanka,Bangladesh,"R.Premadasa Stadium, Khettarama",Bangladesh,field
1133820,,2018-03-12,Sri Lanka,India,"R.Premadasa Stadium, Khettarama",India,field
1133821,,2018-03-14,India,Bangladesh,"R.Premadasa Stadium, Khettarama",Bangladesh,field
1133822,,2018-03-16,Sri Lanka,Bangladesh,"R.Premadasa Stadium, Khettarama",Bangladesh,field
1133823,,2018-03-18,Bangladesh,India,"R.Premadasa Stadium, Khettarama",India,field
1138194,,2018-03-14,New Zealand,West Indies,Bay Oval,West Indies,field
1138195,,2018-03-16,New Zealand,West Indies,Bay Oval,West Indies,field
1138196,,2018-03-20,New Zealand,West Indies,Pukekura Park,West Indies,field
1138198,,2018-03-25,West Indies,New Zealand,Seddon Park,New Zealand,field
1138202,,2018-03-28,Sri Lanka,Pakistan,Sinhalese Sports Club Ground,Pakistan,field
1138203,,2018-03-30,Pakistan,Sri Lanka,Nondescripts Cricket Club Ground,Pakistan,bat
1140069,,2018-04-01,Pakistan,West Indies,National Stadium,West Indies,field
1140070,,2018-04-02,Pakistan,West Indies,National Stadium,Pakistan,bat
1140071,,2018-04-03,West Indies,Pakistan,National Stadium,West Indies,bat
1140384,,2018-10-27,England,Sri Lanka,"R.Premadasa Stadium, Khettarama",Sri Lanka,field
1140992,,2018-06-27,India,Ireland,"The Village, Malahide",Ireland,field
1140993,,2018-06-29,India,Ireland,"The Village, Malahide",Ireland,field
1141232,,2018-05-31,West Indies,ICC World XI,Lord's,ICC World XI,field
1141835,,2018-07-29,Netherlands,Nepal,Lord's,Nepal,field
1142501,,2018-06-12,Netherlands,Ireland,Hazelaarweg,Ireland,field
1142502,,2018-06-13,Ireland,Netherlands,Hazelaarweg,Ireland,bat
1142503,,2018-06-16,Ireland,Scotland,Sportpark Het Schootsveld,Ireland,bat
1142504,,2018-06-17,Scotland,Ireland,Sportpark Het Schootsveld,Scotland,bat
1142505,,2018-06-19,Netherlands,Scotland,VRA Ground,Netherlands,bat
1142506,,2018-06-20,Scotland,Netherlands,VRA Ground,Scotland,bat
1142589,,2018-08-14,South Africa,Sri Lanka,"R.Premadasa Stadium, Khettarama",South Africa,bat
1142913,,2018-07-01,Pakistan,Zimbabwe,Harare Sports Club,Zimbabwe,field
1142914,,2018-07-02,Pakistan,Australia,Harare Sports Club,Australia,field
1142915,,2018-07-03,Australia,Zimbabwe,Harare Sports Club,Zimbabwe,field
1142916,,2018-07-04,Zimbabwe,Pakistan,Harare Sports Club,Pakistan,field
1142917,,2018-07-05,Pakistan,Australia,Harare Sports Club,Australia,field
1142918,,2018-07-06,Zimbabwe,Australia,Harare Sports Club,Zimbabwe,bat
1142919,,2018-07-08,Australia,Pakistan,Harare Sports Club,Australia,bat
1144149,,2018-10-09,South Africa,Zimbabwe,Buffalo Park,South Africa,bat
1144150,,2018-10-12,Zimbabwe,South Africa,Senwes Park,Zimbabwe,bat
1144161,,2019-02-01,South Africa,Pakistan,Newlands,Pakistan,field
1144162,,2019-02-03,South Africa,Pakistan,The Wanderers Stadium,Pakistan,field
1144163,,2019-02-06,South Africa,Pakistan,SuperSport Park,South Africa,field
1144172,,2019-03-19,South Africa,Sri Lanka,Newlands,South Africa,field
1144173,,2019-03-22,South Africa,Sri Lanka,SuperSport Park,Sri Lanka,field
1144174,,2019-03-24,South Africa,Sri Lanka,The Wanderers Stadium,Sri Lanka,field
1144441,,2018-05-19,South Africa,Bangladesh,Mangaung Oval,Bangladesh,field
1144442,,2018-05-20,South Africa,Bangladesh,Mangaung Oval,Bangladesh,field
1144978,,2018-09-29,New Zealand,Australia,North Sydney Oval,Australia,field
1144979,,2018-10-01,New Zealand,Australia,Allan Border Field,Australia,field
1144980,,2018-10-05,New Zealand,Australia,Manuka Oval,Australia,field
1144989,,2018-11-17,South Africa,Australia,Carrara Oval,Australia,field
1144990,,2018-11-21,Australia,India,"Brisbane Cricket Ground, Woolloongabba",India,field
1144991,,2018-11-23,Australia,India,Melbourne Cricket Ground,India,field
1144992,,2018-11-25,Australia,India,Sydney Cricket Ground,Australia,bat
1145890,,2018-06-06,Ireland,New Zealand,YMCA Cricket Club,Ireland,bat
1145894,,2018-06-28,Ireland,Bangladesh,YMCA Cricket Club,Bangladesh,field
1145895,,2018-06-29,Ireland,Bangladesh,"The Village, Malahide, Dublin",Ireland,bat
1145896,,2018-07-01,Bangladesh,Ireland,"Pembroke Cricket Club, Sandymount",Ireland,field
1146723,,2018-07-31,Bangladesh,West Indies,"Warner Park, Basseterre",West Indies,field
1146724,,2018-08-04,Bangladesh,West Indies,Central Broward Regional Park Stadium Turf Ground,West Indies,field
1146725,,2018-08-05,Bangladesh,West Indies,Central Broward Regional Park Stadium Turf Ground,Bangladesh,bat
1147717,,2018-07-07,Thailand,Ireland,Sportpark Maarschalkerweerd,Ireland,field
1147718,,2018-07-07,Uganda,Scotland,VRA Ground,Scotland,field
1147719,,2018-07-07,Netherlands,United Arab Emirates,Sportpark Maarschalkerweerd,Netherlands,bat
1147720,,2018-07-07,Papua New Guinea,Bangladesh,VRA Ground,Bangladesh,field
1147722,,2018-07-08,Scotland,Ireland,VRA Ground,Ireland,field
1147723,,2018-07-08,Netherlands,Bangladesh,Sportpark Maarschalkerweerd,Bangladesh,field
1147724,,2018-07-08,United Arab Emirates,Papua New Guinea,VRA Ground,United Arab Emirates,bat
1147725,,2018-07-10,Scotland,Thailand,Sportpark Maarschalkerweerd,Scotland,bat
1147726,,2018-07-10,Uganda,Ireland,VRA Ground,Ireland,field
1147727,,2018-07-10,United Arab Emirates,Bangladesh,Sportpark Maarschalkerweerd,Bangladesh,field
1147728,,2018-07-10,Papua New Guinea,Netherlands,VRA Ground,Netherlands,field
1147729,,2018-07-12,Ireland,Papua New Guinea,VRA Ground,Papua New Guinea,field
1147730,,2018-07-12,Netherlands,Uganda,Sportpark Maarschalkerweerd,Netherlands,bat
1147731,,2018-07-12,Bangladesh,Scotland,VRA Ground,Scotland,field
1147732,,2018-07-12,United Arab Emirates,Thailand,Sportpark Maarschalkerweerd,United Arab Emirates,bat
1147733,,2018-07-14,Netherlands,United Arab Emirates,VRA Ground,United Arab Emirates,field
1147734,,2018-07-14,Papua New Guinea,Scotland,Sportpark Maarschalkerweerd,Scotland,field
1147735,,2018-07-14,Thailand,Uganda,VRA Ground,Uganda,field
1147736,,2018-07-14,Bangladesh,Ireland,Sportpark Maarschalkerweerd,Ireland,field
1148048,,2018-06-03,India,Malaysia,Kinrara Academy Oval,India,bat
1148050,,2018-06-03,Thailand,Pakistan,Kinrara Academy Oval,Thailand,bat
1148051,,2018-06-04,Pakistan,Bangladesh,Kinrara Academy Oval,Bangladesh,field
1148052,,2018-06-04,India,Thailand,Royal Selangor Club,Thailand,field
1148053,,2018-06-04,Sri Lanka,Malaysia,Royal Selangor Club,Malaysia,field
1148054,,2018-06-06,Pakistan,Sri Lanka,Kinrara Academy Oval,Sri Lanka,field
1148055,,2018-06-06,Malaysia,Thailand,Royal Selangor Club,Malaysia,bat
1148056,,2018-06-06,India,Bangladesh,Kinrara Academy Oval,India,bat
1148057,,2018-06-07,Thailand,Bangladesh,Kinrara Academy Oval,Bangladesh,field
1148058,,2018-06-07,Pakistan,Malaysia,Royal Selangor Club,Malaysia,field
1148059,,2018-06-07,Sri Lanka,India,Royal Selangor Club,Sri Lanka,bat
1148060,,2018-06-09,Pakistan,India,Kinrara Academy Oval,Pakistan,bat
1148061,,2018-06-09,Sri Lanka,Thailand,Royal Selangor Club,Thailand,field
1148062,,2018-06-09,Bangladesh,Malaysia,Kinrara Academy Oval,Bangladesh,bat
1148063,,2018-06-10,India,Bangladesh,Kinrara Academy Oval,Bangladesh,field
1150533,,2018-11-09,India,New Zealand,Providence Stadium,India,bat
1150534,,2018-11-09,Australia,Pakistan,Providence Stadium,Australia,bat
1150535,,2018-11-09,West Indies,Bangladesh,Providence Stadium,Bangladesh,field
1150537,,2018-11-11,Pakistan,India,Providence Stadium,India,field
1150538,,2018-11-11,Ireland,Australia,Providence Stadium,Ireland,bat
1150539,,2018-11-12,Bangladesh,England,"Daren Sammy National Cricket Stadium, Gros Islet",England,field
1150540,,2018-11-12,Sri Lanka,South Africa,"Daren Sammy National Cricket Stadium, Gros Islet",South Africa,field
1150541,,2018-11-13,Pakistan,Ireland,Providence Stadium,Pakistan,bat
1150542,,2018-11-13,Australia,New Zealand,Providence Stadium,Australia,bat
1150543,,2018-11-14,Sri Lanka,Bangladesh,"Daren Sammy National Cricket Stadium, Gros Islet",Bangladesh,field
1150544,,2018-11-14,West Indies,South Africa,"Daren Sammy National Cricket Stadium, Gros Islet",South Africa,field
1150545,,2018-11-15,India,Ireland,Providence Stadium,Ireland,field
1150546,,2018-11-15,New Zealand,Pakistan,Providence Stadium,Pakistan,field
1150547,,2018-11-16,South Africa,England,"Daren Sammy National Cricket Stadium, Gros Islet",South Africa,bat
1150548,,2018-11-16,West Indies,Sri Lanka,"Daren Sammy National Cricket Stadium, Gros Islet",West Indies,bat
1150549,,2018-11-17,India,Australia,Providence Stadium,India,bat
1150550,,2018-11-17,Ireland,New Zealand,Providence Stadium,Ireland,bat
1150551,,2018-11-18,England,West Indies,"Daren Sammy National Cricket Stadium, Gros Islet",West Indies,field
1150552,,2018-11-18,South Africa,Bangladesh,"Daren Sammy National Cricket Stadium, Gros Islet",Bangladesh,field
1150553,,2018-11-22,Australia,West Indies,"Sir Vivian Richards Stadium, North Sound",West Indies,field
1150554,,2018-11-22,India,England,"Sir Vivian Richards Stadium, North Sound",India,bat
1150555,,2018-11-24,England,Australia,"Sir Vivian Richards Stadium, North Sound",England,bat
1152840,,2019-05-05,England,Pakistan,Sophia Gardens,Pakistan,bat
1153317,,2018-12-17,Bangladesh,West Indies,Sylhet International Cricket Stadium,Bangladesh,bat
1153318,,2018-12-20,Bangladesh,West Indies,"Shere Bangla National Stadium, Mirpur",West Indies,field
1153319,,2018-12-22,Bangladesh,West Indies,"Shere Bangla National Stadium, Mirpur",Bangladesh,field
1153696,,2019-02-06,New Zealand,India,Westpac Stadium,India,field
1153697,,2019-02-08,New Zealand,India,Eden Park,New Zealand,bat
1153698,,2019-02-10,New Zealand,India,Seddon Park,India,field
1153843,,2019-01-11,New Zealand,Sri Lanka,Eden Park,Sri Lanka,field
1153858,,2019-02-06,New Zealand,India,Westpac Stadium,India,field
1153859,,2019-02-08,New Zealand,India,Eden Park,New Zealand,field
1153860,,2019-02-10,New Zealand,India,Seddon Park,New Zealand,bat
1156216,,2018-09-28,South Africa,West Indies,"Brian Lara Stadium, Tarouba",West Indies,field
1156218,,2018-10-04,West Indies,South Africa,"Brian Lara Stadium, Tarouba",South Africa,field
1156219,,2018-10-06,West Indies,South Africa,"Brian Lara Stadium, Tarouba",South Africa,field
1157372,,2018-10-24,Pakistan,Australia,Sheikh Zayed Stadium,Australia,field
1157373,,2018-10-26,Pakistan,Australia,Dubai International Cricket Stadium,Pakistan,bat
1157374,,2018-10-28,Pakistan,Australia,Dubai International Cricket Stadium,Pakistan,bat
1157375,,2018-10-31,Pakistan,New Zealand,Sheikh Zayed Stadium,Pakistan,bat
1157376,,2018-11-02,New Zealand,Pakistan,Dubai International Cricket Stadium,New Zealand,bat
1157377,,2018-11-04,Pakistan,New Zealand,Dubai International Cricket Stadium,Pakistan,bat
1157710,,2018-09-21,Sri Lanka,India,Colts Cricket Club Ground,India,field
1157711,,2018-09-22,Sri Lanka,India,Colombo Cricket Club Ground,India,field
1157712,,2018-09-24,Sri Lanka,India,Colombo Cricket Club Ground,India,field
1157713,,2018-09-25,India,Sri Lanka,Chilaw Marians Cricket Club Ground,Sri Lanka,field
1157759,,2018-11-04,West Indies,India,Eden Gardens,India,field
1157760,,2018-11-06,India,West Indies,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,West Indies,field
1157761,,2018-11-11,West Indies,India,"MA Chidambaram Stadium, Chepauk",West Indies,bat
1158071,,2019-03-05,West Indies,England,"Darren Sammy National Cricket Stadium, St Lucia",England,field
1158072,,2019-03-08,West Indies,England,"Warner Park, St Kitts",West Indies,field
1158073,,2019-03-10,West Indies,England,"Warner Park, St Kitts",West Indies,bat
1158344,,2018-08-20,Botswana,Lesotho,Botswana Cricket Association Oval 1,Lesotho,field
1158345,,2018-08-20,Malawi,Namibia,Botswana Cricket Association Oval 2,Namibia,field
1158348,,2018-08-21,Sierra Leone,Namibia,Botswana Cricket Association Oval 1,Namibia,field
1158349,,2018-08-21,Mozambique,Lesotho,Botswana Cricket Association Oval 2,Lesotho,field
1158350,,2018-08-21,Mozambique,Botswana,Botswana Cricket Association Oval 1,Mozambique,bat
1158352,,2018-08-23,Botswana,Sierra Leone,Botswana Cricket Association Oval 1,Sierra Leone,field
1158353,,2018-08-23,Mozambique,Namibia,Botswana Cricket Association Oval 2,Mozambique,bat
1158354,,2018-08-23,Namibia,Lesotho,"Botswana Cricket Association Oval 1, Gaborone",Lesotho,field
1158355,,2018-08-23,Sierra Leone,Malawi,Botswana Cricket Association Oval 2,Sierra Leone,bat
1158356,,2018-08-24,Sierra Leone,Lesotho,Botswana Cricket Association Oval 1,Sierra Leone,bat
1158358,,2018-08-24,Botswana,Namibia,Botswana Cricket Association Oval 1,Namibia,field
1158359,,2018-08-25,Lesotho,Malawi,Botswana Cricket Association Oval 1,Malawi,field
1158361,,2018-08-25,Sierra Leone,Namibia,Botswana Cricket Association Oval 1,Namibia,field
1161231,,2018-10-25,Australia,Pakistan,Kinrara Academy Oval,Australia,bat
1161232,,2018-10-27,Pakistan,Australia,Kinrara Academy Oval,Australia,field
1161233,,2018-10-29,Pakistan,Australia,Kinrara Academy Oval,Australia,field
1162727,,2018-10-22,United Arab Emirates,Australia,Tolerance Oval,United Arab Emirates,bat
1168020,,2019-06-21,England,West Indies,County Ground,England,bat
1168026,,2019-07-26,England,Australia,County Ground,England,field
1168027,,2019-07-28,England,Australia,"County Ground, Hove",England,bat
1168028,,2019-07-31,England,Australia,County Ground,Australia,field
1168160,,2019-02-01,South Africa,Sri Lanka,Newlands,Sri Lanka,bat
1168162,,2019-02-06,South Africa,Sri Lanka,SuperSport Park,Sri Lanka,field
1168247,,2019-02-24,India,Australia,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Australia,field
1168248,,2019-02-27,India,Australia,M.Chinnaswamy Stadium,Australia,field
1168521,,2019-07-12,Ireland,Zimbabwe,"Bready Cricket Club, Magheramason",Ireland,field
1168522,,2019-07-14,Ireland,Zimbabwe,Bready,Zimbabwe,field
1170457,,2019-01-31,United Arab Emirates,Nepal,ICC Academy,Nepal,field
1170458,,2019-02-01,United Arab Emirates,Nepal,ICC Academy,United Arab Emirates,bat
1170459,,2019-02-03,United Arab Emirates,Nepal,ICC Academy,United Arab Emirates,field
1172163,,2019-03-04,India,England,Barsapara Cricket Stadium,India,field
1172164,,2019-03-07,India,England,Barsapara Cricket Stadium,England,field
1172165,,2019-03-09,India,England,Barsapara Cricket Stadium,England,bat
1172469,,2019-01-31,Pakistan,West Indies,Southend Club Cricket Stadium,West Indies,bat
1172470,,2019-02-01,Pakistan,West Indies,Southend Club Cricket Stadium,Pakistan,bat
1172471,,2019-02-03,Pakistan,West Indies,Southend Club Cricket Stadium,Pakistan,bat
1172505,,2019-02-13,Netherlands,Scotland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Netherlands,field
1172506,,2019-02-13,Oman,Ireland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,field
1172507,,2019-02-15,Oman,Netherlands,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Netherlands,field
1172508,,2019-02-15,Ireland,Scotland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Scotland,field
1172509,,2019-02-17,Ireland,Netherlands,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Ireland,field
1172510,,2019-02-17,Oman,Scotland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Scotland,field
1172910,,2019-02-18,Thailand,China,Terdthai Cricket Ground,Thailand,field
1172911,,2019-02-18,Kuwait,Malaysia,Asian Institute of Technology Ground,Kuwait,field
1172912,,2019-02-18,Hong Kong,United Arab Emirates,Asian Institute of Technology Ground,United Arab Emirates,bat
1172913,,2019-02-19,Malaysia,Nepal,Terdthai Cricket Ground,Nepal,bat
1172914,,2019-02-19,China,Hong Kong,Terdthai Cricket Ground,China,field
1172915,,2019-02-19,Kuwait,United Arab Emirates,Asian Institute of Technology Ground,United Arab Emirates,bat
1172916,,2019-02-21,Malaysia,United Arab Emirates,Terdthai Cricket Ground,United Arab Emirates,bat
1172917,,2019-02-21,Thailand,Nepal,Asian Institute of Technology Ground,Thailand,bat
1172918,,2019-02-21,China,Kuwait,Asian Institute of Technology Ground,China,field
1172919,,2019-02-22,Nepal,United Arab Emirates,Terdthai Cricket Ground,United Arab Emirates,bat
1172920,,2019-02-22,Thailand,Hong Kong,Asian Institute of Technology Ground,Thailand,bat
1172921,,2019-02-22,China,Malaysia,Terdthai Cricket Ground,Malaysia,bat
1172922,,2019-02-24,China,United Arab Emirates,Terdthai Cricket Ground,China,field
1172923,,2019-02-24,Thailand,Kuwait,Asian Institute of Technology Ground,Kuwait,bat
1172924,,2019-02-24,Hong Kong,Nepal,Asian Institute of Technology Ground,Hong Kong,bat
1172925,,2019-02-25,Thailand,Malaysia,Terdthai Cricket Ground,Malaysia,field
1172926,,2019-02-25,China,Nepal,Terdthai Cricket Ground,China,field
1172927,,2019-02-25,Hong Kong,Kuwait,Asian Institute of Technology Ground,Hong Kong,field
1172929,,2019-02-27,Kuwait,Nepal,Asian Institute of Technology Ground,Kuwait,field
1172930,,2019-02-27,Thailand,United Arab Emirates,Asian Institute of Technology Ground,Thailand,bat
1173048,,2020-02-21,Australia,India,Sydney Showground Stadium,Australia,field
1173049,,2020-02-22,Thailand,West Indies,W.A.C.A. Ground,Thailand,bat
1173050,,2020-02-22,New Zealand,Sri Lanka,W.A.C.A. Ground,New Zealand,field
1173051,,2020-02-23,England,South Africa,W.A.C.A. Ground,South Africa,field
1173052,,2020-02-24,Australia,Sri Lanka,W.A.C.A. Ground,Sri Lanka,bat
1173053,,2020-02-24,Bangladesh,India,W.A.C.A. Ground,Bangladesh,field
1173054,,2020-02-26,England,Thailand,Manuka Oval,Thailand,field
