match_id,match_type,date,team1,team2,venue,toss_winner,toss_decision
1406082,,2024-01-07,India,Australia,"Dr DY Patil Sports Academy, Mumbai",Australia,field
1406083,,2024-01-09,India,Australia,"Dr DY Patil Sports Academy, Mumbai",Australia,field
1407089,,2023-11-22,Kenya,Rwanda,"United Cricket Club Ground, Windhoek",Rwanda,field
1407090,,2023-11-22,Tanzania,Uganda,"Wanderers Cricket Ground, Windhoek",Uganda,field
1407091,,2023-11-22,Zimbabwe,Namibia,"Wanderers Cricket Ground, Windhoek",Namibia,field
1407092,,2023-11-23,Nigeria,Kenya,"United Cricket Club Ground, Windhoek",Kenya,field
1407093,,2023-11-23,Tanzania,Zimbabwe,"United Cricket Club Ground, Windhoek",Zimbabwe,field
1407094,,2023-11-24,Nigeria,Rwanda,"Wanderers Cricket Ground, Windhoek",Rwanda,field
1407095,,2023-11-24,Uganda,Namibia,"Wanderers Cricket Ground, Windhoek",Namibia,field
1407096,,2023-11-25,Kenya,Tanzania,"Wanderers Cricket Ground, Windhoek",Tanzania,field
1407097,,2023-11-25,Namibia,Rwanda,"Wanderers Cricket Ground, Windhoek",Rwanda,field
1407098,,2023-11-26,Tanzania,Nigeria,"United Cricket Club Ground, Windhoek",Tanzania,bat
1407099,,2023-11-26,Zimbabwe,Uganda,"United Cricket Club Ground, Windhoek",Uganda,field
1407100,,2023-11-27,Nigeria,Uganda,"United Cricket Club Ground, Windhoek",Nigeria,bat
1407101,,2023-11-27,Zimbabwe,Rwanda,"Wanderers Cricket Ground, Windhoek",Rwanda,field
1407102,,2023-11-27,Kenya,Namibia,"United Cricket Club Ground, Windhoek",Namibia,field
1407103,,2023-11-28,Namibia,Tanzania,"Wanderers Cricket Ground, Windhoek",Tanzania,field
1407104,,2023-11-29,Nigeria,Zimbabwe,"United Cricket Club Ground, Windhoek",Nigeria,bat
1407105,,2023-11-29,Tanzania,Rwanda,"Wanderers Cricket Ground, Windhoek",Rwanda,field
1407106,,2023-11-29,Uganda,Kenya,"Wanderers Cricket Ground, Windhoek",Uganda,bat
1407107,,2023-11-30,Zimbabwe,Kenya,"United Cricket Club Ground, Windhoek",Kenya,field
1407108,,2023-11-30,Rwanda,Uganda,"Wanderers Cricket Ground, Windhoek",Uganda,field
1407109,,2023-11-30,Nigeria,Namibia,"Wanderers Cricket Ground, Windhoek",Nigeria,bat
1407714,,2023-11-20,Cambodia,Indonesia,Udayana Cricket Ground,Cambodia,bat
1407715,,2023-11-20,Cambodia,Indonesia,Udayana Cricket Ground,Cambodia,bat
1407716,,2023-11-21,Indonesia,Cambodia,Udayana Cricket Ground,Cambodia,field
1407717,,2023-11-21,Indonesia,Cambodia,Udayana Cricket Ground,Cambodia,field
1407718,,2023-11-22,Indonesia,Cambodia,Udayana Cricket Ground,Cambodia,field
1407719,,2023-11-23,Cambodia,Indonesia,Udayana Cricket Ground,Indonesia,field
1407864,,2023-11-18,Nepal,Japan,Hong Kong Cricket Club,Japan,field
1407865,,2023-11-18,Tanzania,Hong Kong,Hong Kong Cricket Club,Tanzania,bat
1407866,,2023-11-16,Tanzania,Japan,Hong Kong Cricket Club,Japan,field
1407867,,2023-11-16,Nepal,Hong Kong,Hong Kong Cricket Club,Nepal,bat
1407868,,2023-11-15,Tanzania,Nepal,Hong Kong Cricket Club,Tanzania,bat
1407869,,2023-11-15,Japan,Hong Kong,Hong Kong Cricket Club,Hong Kong,field
1407870,,2023-11-19,Nepal,Japan,Hong Kong Cricket Club,Nepal,bat
1407871,,2023-11-19,Tanzania,Hong Kong,Hong Kong Cricket Club,Hong Kong,field
1408103,,2023-12-07,Ireland,Zimbabwe,Harare Sports Club,Zimbabwe,field
1408104,,2023-12-09,Zimbabwe,Ireland,Harare Sports Club,Ireland,field
1408105,,2023-12-10,Zimbabwe,Ireland,Harare Sports Club,Ireland,field
1411261,,2023-12-09,Zimbabwe,Kenya,Entebbe Cricket Oval,Kenya,field
1411262,,2023-12-09,Botswana,Tanzania,Entebbe Cricket Oval,Botswana,bat
1411263,,2023-12-10,Namibia,Nigeria,Entebbe Cricket Oval,Nigeria,field
1411264,,2023-12-10,Rwanda,Uganda,Entebbe Cricket Oval,Uganda,field
1411265,,2023-12-11,Kenya,Tanzania,Entebbe Cricket Oval,Tanzania,field
1411266,,2023-12-11,Zimbabwe,Botswana,Entebbe Cricket Oval,Zimbabwe,bat
1411267,,2023-12-12,Rwanda,Nigeria,Entebbe Cricket Oval,Rwanda,bat
1411268,,2023-12-12,Namibia,Uganda,Entebbe Cricket Oval,Uganda,field
1411269,,2023-12-13,Botswana,Kenya,Entebbe Cricket Oval,Kenya,field
1411270,,2023-12-13,Tanzania,Zimbabwe,Entebbe Cricket Oval,Zimbabwe,field
1411271,,2023-12-14,Namibia,Rwanda,Entebbe Cricket Oval,Rwanda,field
1411272,,2023-12-14,Nigeria,Uganda,Entebbe Cricket Oval,Uganda,field
1411273,,2023-12-16,Zimbabwe,Namibia,Entebbe Cricket Oval,Namibia,field
1411274,,2023-12-16,Uganda,Tanzania,Entebbe Cricket Oval,Tanzania,field
1411276,,2023-12-17,Uganda,Zimbabwe,Entebbe Cricket Oval,Zimbabwe,field
1412530,,2023-12-22,Philippines,Indonesia,Udayana Cricket Ground,Indonesia,field
1412531,,2023-12-23,Philippines,Indonesia,Udayana Cricket Ground,Indonesia,field
1412532,,2023-12-23,Indonesia,Philippines,Udayana Cricket Ground,Philippines,field
1412533,,2023-12-24,Indonesia,Philippines,Udayana Cricket Ground,Philippines,field
1412534,,2023-12-24,Philippines,Indonesia,Udayana Cricket Ground,Indonesia,field
1412535,,2023-12-26,Indonesia,Philippines,Udayana Cricket Ground,Philippines,field
1412542,,2024-01-14,Zimbabwe,Sri Lanka,"R Premadasa Stadium, Colombo",Sri Lanka,field
1412543,,2024-01-16,Sri Lanka,Zimbabwe,"R Premadasa Stadium, Colombo",Zimbabwe,field
1412544,,2024-01-18,Zimbabwe,Sri Lanka,"R Premadasa Stadium, Colombo",Sri Lanka,field
1415701,,2024-06-01,Canada,United States of America,"Grand Prairie Stadium, Dallas",United States of America,field
1415702,,2024-06-02,Papua New Guinea,West Indies,"Providence Stadium, Guyana",West Indies,field
1415703,,2024-06-02,Oman,Namibia,"Kensington Oval, Bridgetown, Barbados",Namibia,field
1415704,,2024-06-03,Sri Lanka,South Africa,"Nassau County International Cricket Stadium, New York",Sri Lanka,bat
1415706,,2024-06-04,Scotland,England,"Kensington Oval, Bridgetown, Barbados",Scotland,bat
1415707,,2024-06-04,Nepal,Netherlands,"Grand Prairie Stadium, Dallas",Netherlands,field
1415708,,2024-06-05,Ireland,India,"Nassau County International Cricket Stadium, New York",India,field
1415709,,2024-06-05,Papua New Guinea,Uganda,"Providence Stadium, Guyana",Uganda,field
1415710,,2024-06-05,Australia,Oman,"Kensington Oval, Bridgetown, Barbados",Oman,field
1415711,,2024-06-06,Pakistan,United States of America,"Grand Prairie Stadium, Dallas",United States of America,field
1415712,,2024-06-06,Namibia,Scotland,"Kensington Oval, Bridgetown, Barbados",Namibia,bat
1415713,,2024-06-07,Canada,Ireland,"Nassau County International Cricket Stadium, New York",Ireland,field
1415715,,2024-06-07,Sri Lanka,Bangladesh,"Grand Prairie Stadium, Dallas",Bangladesh,field
1415716,,2024-06-08,Netherlands,South Africa,"Nassau County International Cricket Stadium, New York",South Africa,field
1415717,,2024-06-08,Australia,England,"Kensington Oval, Bridgetown, Barbados",England,field
1415718,,2024-06-08,West Indies,Uganda,"Providence Stadium, Guyana",West Indies,bat
1415719,,2024-06-09,India,Pakistan,"Nassau County International Cricket Stadium, New York",Pakistan,field
1415720,,2024-06-09,Oman,Scotland,"Sir Vivian Richards Stadium, North Sound, Antigua",Oman,bat
1415721,,2024-06-10,South Africa,Bangladesh,"Nassau County International Cricket Stadium, New York",South Africa,bat
1415722,,2024-06-11,Canada,Pakistan,"Nassau County International Cricket Stadium, New York",Pakistan,field
1415724,,2024-06-11,Namibia,Australia,"Sir Vivian Richards Stadium, North Sound, Antigua",Australia,field
1415725,,2024-06-12,United States of America,India,"Nassau County International Cricket Stadium, New York",India,field
1415726,,2024-06-12,West Indies,New Zealand,"Brian Lara Stadium, Tarouba, Trinidad",New Zealand,field
1415727,,2024-06-13,Bangladesh,Netherlands,"Arnos Vale Ground, Kingstown, St Vincent",Netherlands,field
1415728,,2024-06-13,Oman,England,"Sir Vivian Richards Stadium, North Sound, Antigua",England,field
1415731,,2024-06-14,South Africa,Nepal,"Arnos Vale Ground, Kingstown, St Vincent",Nepal,field
1415732,,2024-06-14,Uganda,New Zealand,"Brian Lara Stadium, Tarouba, Trinidad",New Zealand,field
1415734,,2024-06-15,England,Namibia,"Sir Vivian Richards Stadium, North Sound, Antigua",Namibia,field
1415735,,2024-06-15,Scotland,Australia,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Australia,field
1415736,,2024-06-16,Ireland,Pakistan,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Pakistan,field
1415737,,2024-06-16,Bangladesh,Nepal,"Arnos Vale Ground, Kingstown, St Vincent",Nepal,field
1415738,,2024-06-16,Sri Lanka,Netherlands,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Netherlands,field
1415739,,2024-06-17,Papua New Guinea,New Zealand,"Brian Lara Stadium, Tarouba, Trinidad",New Zealand,field
1415741,,2024-06-19,South Africa,United States of America,"Sir Vivian Richards Stadium, North Sound, Antigua",United States of America,field
1415742,,2024-06-19,West Indies,England,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",England,field
1415744,,2024-06-20,Bangladesh,Australia,"Sir Vivian Richards Stadium, North Sound, Antigua",Australia,field
1415745,,2024-06-21,South Africa,England,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",England,field
1415746,,2024-06-21,United States of America,West Indies,"Kensington Oval, Bridgetown, Barbados",West Indies,field
1415747,,2024-06-22,India,Bangladesh,"Sir Vivian Richards Stadium, North Sound, Antigua",Bangladesh,field
1415749,,2024-06-23,United States of America,England,"Kensington Oval, Bridgetown, Barbados",England,field
1415750,,2024-06-23,West Indies,South Africa,"Sir Vivian Richards Stadium, North Sound, Antigua",South Africa,field
1415751,,2024-06-24,India,Australia,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Australia,field
1415754,,2024-06-27,India,England,"Providence Stadium, Guyana",England,field
1415755,,2024-06-29,India,South Africa,"Kensington Oval, Bridgetown, Barbados",India,bat
1415983,,2024-01-26,Ireland,Zimbabwe,Harare Sports Club,Ireland,bat
1415984,,2024-01-28,Ireland,Zimbabwe,Harare Sports Club,Zimbabwe,field
1415985,,2024-01-30,Ireland,Zimbabwe,Harare Sports Club,Ireland,bat
1415986,,2024-02-01,Zimbabwe,Ireland,Harare Sports Club,Ireland,field
1415987,,2024-02-02,Ireland,Zimbabwe,Harare Sports Club,Zimbabwe,field
1418176,,2024-01-27,Myanmar,Cambodia,"Terdthai Cricket Ground, Bangkok",Cambodia,field
1418177,,2024-01-28,Cambodia,China,"Terdthai Cricket Ground, Bangkok",Cambodia,bat
1418181,,2024-02-01,Indonesia,Bhutan,"Terdthai Cricket Ground, Bangkok",Bhutan,field
1418182,,2024-02-02,Singapore,Maldives,"Terdthai Cricket Ground, Bangkok",Singapore,bat
1418183,,2024-02-02,Japan,Thailand,"Terdthai Cricket Ground, Bangkok",Thailand,field
1418184,,2024-02-03,Bhutan,Saudi Arabia,"Terdthai Cricket Ground, Bangkok",Saudi Arabia,field
1418185,,2024-02-03,Indonesia,Cambodia,"Terdthai Cricket Ground, Bangkok",Indonesia,bat
1418186,,2024-02-04,Singapore,Thailand,"Terdthai Cricket Ground, Bangkok",Singapore,bat
1418187,,2024-02-04,Japan,Maldives,"Terdthai Cricket Ground, Bangkok",Japan,bat
1418188,,2024-02-05,Saudi Arabia,Indonesia,"Terdthai Cricket Ground, Bangkok",Saudi Arabia,bat
1418190,,2024-02-06,Singapore,Japan,"Terdthai Cricket Ground, Bangkok",Japan,field
1418191,,2024-02-06,Maldives,Thailand,"Terdthai Cricket Ground, Bangkok",Maldives,bat
1418192,,2024-02-07,Indonesia,Thailand,"Terdthai Cricket Ground, Bangkok",Thailand,field
1418193,,2024-02-07,Maldives,Bhutan,"Terdthai Cricket Ground, Bangkok",Maldives,bat
1418194,,2024-02-09,Japan,Saudi Arabia,"Terdthai Cricket Ground, Bangkok",Saudi Arabia,field
1418195,,2024-02-09,Singapore,Cambodia,"Terdthai Cricket Ground, Bangkok",Singapore,bat
1418196,,2024-02-11,Japan,Singapore,"Terdthai Cricket Ground, Bangkok",Singapore,field
1418197,,2024-02-11,Cambodia,Saudi Arabia,"Terdthai Cricket Ground, Bangkok",Saudi Arabia,field
1418539,,2024-02-14,Hong Kong,China,"Mission Road Ground, Mong Kok, Hong Kong",Hong Kong,bat
1418540,,2024-02-14,Japan,Hong Kong,"Mission Road Ground, Mong Kok, Hong Kong",Japan,bat
1418541,,2024-02-15,Japan,China,"Mission Road Ground, Mong Kok, Hong Kong",Japan,bat
1418542,,2024-02-15,Hong Kong,Japan,"Mission Road Ground, Mong Kok, Hong Kong",Hong Kong,bat
1418543,,2024-02-16,China,Hong Kong,"Mission Road Ground, Mong Kok, Hong Kong",China,bat
1418544,,2024-02-16,Japan,China,"Mission Road Ground, Mong Kok, Hong Kong",Japan,bat
1418545,,2024-02-17,Hong Kong,Japan,"Mission Road Ground, Mong Kok, Hong Kong",Japan,field
1419510,,2024-02-04,Malaysia,Kuwait,Johor Cricket Academy Oval,Kuwait,field
1419511,,2024-02-05,Kuwait,Malaysia,Johor Cricket Academy Oval,Malaysia,field
1419824,,2024-03-04,Sri Lanka,Bangladesh,Sylhet International Cricket Stadium,Bangladesh,field
1419825,,2024-03-06,Sri Lanka,Bangladesh,Sylhet International Cricket Stadium,Bangladesh,field
1419826,,2024-03-09,Sri Lanka,Bangladesh,Sylhet International Cricket Stadium,Bangladesh,field
1419906,,2024-02-10,Myanmar,Thailand,"Bayuemas Oval, Kuala Lumpur",Thailand,field
1419907,,2024-02-10,United Arab Emirates,China,"YSD-UKM Cricket Oval, Bangi",United Arab Emirates,bat
1419908,,2024-02-10,Indonesia,Malaysia,"Royal Selangor Club, Kuala Lumpur",Malaysia,field
1419909,,2024-02-10,Hong Kong,Nepal,"Selangor Turf Club, Kuala Lumpur",Nepal,field
1419910,,2024-02-10,Singapore,Kuwait,"Bayuemas Oval, Kuala Lumpur",Singapore,bat
1419911,,2024-02-10,Japan,Oman,"YSD-UKM Cricket Oval, Bangi",Japan,bat
1419912,,2024-02-10,Bahrain,Qatar,"Royal Selangor Club, Kuala Lumpur",Bahrain,bat
1419913,,2024-02-10,Bhutan,Maldives,"Selangor Turf Club, Kuala Lumpur",Maldives,field
1419914,,2024-02-11,Thailand,Kuwait,"YSD-UKM Cricket Oval, Bangi",Kuwait,field
1419915,,2024-02-11,United Arab Emirates,Oman,"Royal Selangor Club, Kuala Lumpur",Oman,field
1419916,,2024-02-11,Indonesia,Bahrain,"Selangor Turf Club, Kuala Lumpur",Indonesia,bat
1419917,,2024-02-11,Bhutan,Nepal,"Bayuemas Oval, Kuala Lumpur",Nepal,field
1419918,,2024-02-11,Singapore,Myanmar,"YSD-UKM Cricket Oval, Bangi",Singapore,bat
1419919,,2024-02-11,China,Japan,"Royal Selangor Club, Kuala Lumpur",China,bat
1419920,,2024-02-11,Malaysia,Qatar,"Selangor Turf Club, Kuala Lumpur",Qatar,field
1419921,,2024-02-11,Hong Kong,Maldives,"Bayuemas Oval, Kuala Lumpur",Hong Kong,bat
1419922,,2024-02-13,Kuwait,Myanmar,"Royal Selangor Club, Kuala Lumpur",Myanmar,field
1419923,,2024-02-13,Oman,China,"Selangor Turf Club, Kuala Lumpur",China,field
1419924,,2024-02-13,Malaysia,Bahrain,"Bayuemas Oval, Kuala Lumpur",Bahrain,field
1419925,,2024-02-13,Hong Kong,Bhutan,"YSD-UKM Cricket Oval, Bangi",Hong Kong,bat
1419926,,2024-02-13,Thailand,Singapore,"Royal Selangor Club, Kuala Lumpur",Thailand,bat
1419927,,2024-02-13,Japan,United Arab Emirates,"Selangor Turf Club, Kuala Lumpur",Japan,bat
1419928,,2024-02-13,Qatar,Indonesia,"Bayuemas Oval, Kuala Lumpur",Indonesia,field
1419929,,2024-02-13,Nepal,Maldives,"YSD-UKM Cricket Oval, Bangi",Nepal,bat
1419930,,2024-02-14,Hong Kong,Thailand,"Bayuemas Oval, Kuala Lumpur",Thailand,field
1419931,,2024-02-14,United Arab Emirates,Indonesia,"YSD-UKM Cricket Oval, Bangi",United Arab Emirates,bat
1419932,,2024-02-14,Malaysia,Japan,"Bayuemas Oval, Kuala Lumpur",Malaysia,bat
1419933,,2024-02-14,Kuwait,Nepal,"YSD-UKM Cricket Oval, Bangi",Kuwait,bat
1419934,,2024-02-16,United Arab Emirates,Thailand,"Bayuemas Oval, Kuala Lumpur",United Arab Emirates,bat
1419935,,2024-02-16,Nepal,Malaysia,"Bayuemas Oval, Kuala Lumpur",Nepal,bat
1419936,,2024-02-18,United Arab Emirates,Malaysia,"Bayuemas Oval, Kuala Lumpur",United Arab Emirates,bat
1420223,,2024-07-06,Zimbabwe,India,Harare Sports Club,India,field
1420224,,2024-07-07,India,Zimbabwe,Harare Sports Club,India,bat
1420225,,2024-07-10,India,Zimbabwe,Harare Sports Club,India,bat
1420226,,2024-07-13,Zimbabwe,India,Harare Sports Club,India,field
1420227,,2024-07-14,India,Zimbabwe,Harare Sports Club,Zimbabwe,field
1420801,,2024-02-12,Bhutan,Thailand,"Terdthai Cricket Ground, Bangkok",Bhutan,bat
1420802,,2024-02-12,Saudi Arabia,Maldives,"Terdthai Cricket Ground, Bangkok",Saudi Arabia,bat
1420803,,2024-02-13,Thailand,Saudi Arabia,"Terdthai Cricket Ground, Bangkok",Saudi Arabia,field
1420804,,2024-02-13,Bhutan,Maldives,"Terdthai Cricket Ground, Bangkok",Bhutan,bat
1420805,,2024-02-15,Maldives,Thailand,"Terdthai Cricket Ground, Bangkok",Thailand,field
1420806,,2024-02-15,Saudi Arabia,Bhutan,"Terdthai Cricket Ground, Bangkok",Bhutan,field
1420807,,2024-02-16,Thailand,Saudi Arabia,"Terdthai Cricket Ground, Bangkok",Saudi Arabia,field
1420808,,2024-02-16,Maldives,Bhutan,"Terdthai Cricket Ground, Bangkok",Maldives,bat
1421078,,2024-03-11,Scotland,United Arab Emirates,Dubai International Cricket Stadium,United Arab Emirates,field
1421079,,2024-03-13,Scotland,United Arab Emirates,Dubai International Cricket Stadium,United Arab Emirates,field
1421080,,2024-03-14,Scotland,United Arab Emirates,Dubai International Cricket Stadium,United Arab Emirates,field
1422037,,2024-02-27,Namibia,Nepal,"Tribhuvan University International Cricket Ground, Kirtipur",Namibia,bat
1422038,,2024-02-28,Netherlands,Nepal,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,field
1422039,,2024-02-29,Netherlands,Namibia,"Tribhuvan University International Cricket Ground, Kirtipur",Netherlands,bat
1422040,,2024-03-01,Nepal,Namibia,"Tribhuvan University International Cricket Ground, Kirtipur",Namibia,field
1422041,,2024-03-02,Netherlands,Nepal,"Tribhuvan University International Cricket Ground, Kirtipur",Netherlands,bat
1422042,,2024-03-03,Namibia,Netherlands,"Tribhuvan University International Cricket Ground, Kirtipur",Netherlands,field
1422043,,2024-03-05,Nepal,Netherlands,"Tribhuvan University International Cricket Ground, Kirtipur",Nepal,bat
1422802,,2024-02-27,Hong Kong,Qatar,University of Doha for Science and Technology,Qatar,field
1422803,,2024-02-29,Hong Kong,Qatar,University of Doha for Science and Technology,Hong Kong,bat
1422804,,2024-03-01,Qatar,Hong Kong,"West End Park International Cricket Stadium, Doha",Hong Kong,field
1422807,,2024-03-05,Vanuatu,Tanzania,"Bayuemas Oval, Kuala Lumpur",Tanzania,field
1422808,,2024-03-05,Kuwait,Bahrain,"Bayuemas Oval, Kuala Lumpur",Bahrain,field
1422809,,2024-03-06,Tanzania,Kuwait,"Bayuemas Oval, Kuala Lumpur",Tanzania,bat
1422810,,2024-03-06,Malaysia,Vanuatu,"Bayuemas Oval, Kuala Lumpur",Malaysia,bat
1422811,,2024-03-07,Malaysia,Bahrain,"Bayuemas Oval, Kuala Lumpur",Bahrain,field
1422812,,2024-03-07,Vanuatu,Kuwait,"Bayuemas Oval, Kuala Lumpur",Kuwait,field
1422813,,2024-03-09,Kuwait,Malaysia,"Bayuemas Oval, Kuala Lumpur",Malaysia,field
1422814,,2024-03-09,Bahrain,Tanzania,"Bayuemas Oval, Kuala Lumpur",Tanzania,field
1422815,,2024-03-10,Bahrain,Vanuatu,"Bayuemas Oval, Kuala Lumpur",Bahrain,bat
1422816,,2024-03-10,Tanzania,Malaysia,"Bayuemas Oval, Kuala Lumpur",Tanzania,bat
1422817,,2024-03-11,Vanuatu,Kuwait,"Bayuemas Oval, Kuala Lumpur",Kuwait,field
1422818,,2024-03-11,Malaysia,Bahrain,"Bayuemas Oval, Kuala Lumpur",Malaysia,bat
1423372,,2024-03-06,Papua New Guinea,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,field
1423373,,2024-03-07,Oman,Papua New Guinea,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Papua New Guinea,field
1423374,,2024-03-08,Papua New Guinea,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,field
1423439,,2024-03-09,Hong Kong,Nepal,"Mission Road Ground, Mong Kok, Hong Kong",Nepal,field
1423440,,2024-03-10,Hong Kong,Nepal,"Mission Road Ground, Mong Kok, Hong Kong",Nepal,field
1423441,,2024-03-12,Nepal,Papua New Guinea,"Mission Road Ground, Mong Kok, Hong Kong",Papua New Guinea,field
1423442,,2024-03-12,Hong Kong,Papua New Guinea,"Mission Road Ground, Mong Kok, Hong Kong",Hong Kong,bat
1423444,,2024-03-13,Papua New Guinea,Nepal,"Mission Road Ground, Mong Kok, Hong Kong",Nepal,field
1423459,,2024-03-07,Namibia,South Africa,"Achimota Senior Secondary School A Field, Accra",Namibia,bat
1423460,,2024-03-07,Tanzania,Nigeria,"Achimota Senior Secondary School B Field, Accra",Tanzania,bat
1423463,,2024-03-08,Tanzania,South Africa,"Achimota Senior Secondary School A Field, Accra",Tanzania,bat
1423464,,2024-03-08,Nigeria,Namibia,"Achimota Senior Secondary School B Field, Accra",Nigeria,bat
1423465,,2024-03-08,Uganda,Zimbabwe,"Achimota Senior Secondary School A Field, Accra",Zimbabwe,field
1423467,,2024-03-10,Namibia,Tanzania,"Achimota Senior Secondary School A Field, Accra",Namibia,bat
1423470,,2024-03-10,Uganda,Rwanda,"Achimota Senior Secondary School B Field, Accra",Rwanda,field
1423471,,2024-03-11,South Africa,Uganda,"Achimota Senior Secondary School A Field, Accra",Uganda,field
1423472,,2024-03-11,Nigeria,Zimbabwe,"Achimota Senior Secondary School A Field, Accra",Nigeria,bat
1423473,,2024-03-13,Uganda,Nigeria,"Achimota Senior Secondary School A Field, Accra",Nigeria,field
1423474,,2024-03-13,Zimbabwe,South Africa,"Achimota Senior Secondary School A Field, Accra",South Africa,field
1424752,,2024-03-17,Zimbabwe,Namibia,"Achimota Senior Secondary School A Field, Accra",Zimbabwe,bat
1424753,,2024-03-17,Tanzania,Nigeria,"Achimota Senior Secondary School B Field, Accra",Tanzania,bat
1424754,,2024-03-17,South Africa,Ghana,"Achimota Senior Secondary School A Field, Accra",South Africa,bat
1424755,,2024-03-17,Uganda,Kenya,"Achimota Senior Secondary School B Field, Accra",Uganda,bat
1424756,,2024-03-18,Tanzania,Zimbabwe,"Achimota Senior Secondary School A Field, Accra",Tanzania,bat
1424757,,2024-03-18,Namibia,Nigeria,"Achimota Senior Secondary School B Field, Accra",Namibia,bat
1424759,,2024-03-18,Uganda,Ghana,"Achimota Senior Secondary School B Field, Accra",Uganda,bat
1424761,,2024-03-20,Ghana,Kenya,"Achimota Senior Secondary School B Field, Accra",Ghana,bat
1424762,,2024-03-20,Nigeria,Zimbabwe,"Achimota Senior Secondary School A Field, Accra",Nigeria,bat
1424763,,2024-03-20,Tanzania,Namibia,"Achimota Senior Secondary School B Field, Accra",Tanzania,bat
1424764,,2024-03-21,Namibia,Uganda,"Achimota Senior Secondary School A Field, Accra",Namibia,bat
1424765,,2024-03-21,Zimbabwe,Kenya,"Achimota Senior Secondary School A Field, Accra",Zimbabwe,bat
1424766,,2024-03-23,Uganda,Kenya,"Achimota Senior Secondary School A Field, Accra",Uganda,bat
1424767,,2024-03-23,Namibia,Zimbabwe,"Achimota Senior Secondary School A Field, Accra",Namibia,bat
1424829,,2024-04-18,New Zealand,Pakistan,Rawalpindi Cricket Stadium,New Zealand,bat
1424830,,2024-04-20,New Zealand,Pakistan,Rawalpindi Cricket Stadium,Pakistan,field
1424831,,2024-04-21,Pakistan,New Zealand,Rawalpindi Cricket Stadium,New Zealand,field
1424832,,2024-04-25,New Zealand,Pakistan,"Gaddafi Stadium, Lahore",Pakistan,field
1424833,,2024-04-27,Pakistan,New Zealand,"Gaddafi Stadium, Lahore",New Zealand,field
1425064,,2024-03-31,Bangladesh,Australia,"Shere Bangla National Stadium, Mirpur",Bangladesh,bat
1425065,,2024-04-02,Australia,Bangladesh,"Shere Bangla National Stadium, Mirpur",Australia,bat
1425066,,2024-04-04,Australia,Bangladesh,"Shere Bangla National Stadium, Mirpur",Australia,bat
1425110,,2024-03-16,Papua New Guinea,Malaysia,"Bayuemas Oval, Kuala Lumpur",Malaysia,field
1425111,,2024-03-17,Malaysia,Papua New Guinea,"Bayuemas Oval, Kuala Lumpur",Malaysia,bat
1425121,,2024-04-07,Canada,United States of America,Prairie View Cricket Complex,United States of America,field
1425122,,2024-04-09,United States of America,Canada,Prairie View Cricket Complex,Canada,field
1425124,,2024-04-12,United States of America,Canada,Prairie View Cricket Complex,Canada,field
1425125,,2024-04-13,Canada,United States of America,Prairie View Cricket Complex,Canada,bat
1425126,,2024-05-03,Zimbabwe,Bangladesh,"Zahur Ahmed Chowdhury Stadium, Chattogram",Bangladesh,field
1425127,,2024-05-05,Zimbabwe,Bangladesh,"Zahur Ahmed Chowdhury Stadium, Chattogram",Bangladesh,field
1425128,,2024-05-07,Bangladesh,Zimbabwe,"Zahur Ahmed Chowdhury Stadium, Chattogram",Zimbabwe,field
1425129,,2024-05-10,Bangladesh,Zimbabwe,"Shere Bangla National Stadium, Mirpur",Zimbabwe,field
1425130,,2024-05-12,Bangladesh,Zimbabwe,"Shere Bangla National Stadium, Mirpur",Zimbabwe,field
1425131,,2024-05-21,Bangladesh,United States of America,Prairie View Cricket Complex,United States of America,field
1425132,,2024-05-23,United States of America,Bangladesh,Prairie View Cricket Complex,Bangladesh,field
1425133,,2024-05-25,United States of America,Bangladesh,Prairie View Cricket Complex,Bangladesh,field
1425638,,2024-04-25,Sri Lanka,Thailand,"Tolerance Oval, Abu Dhabi",Sri Lanka,bat
1425639,,2024-04-25,United Arab Emirates,Ireland,"Zayed Cricket Stadium, Abu Dhabi",Ireland,field
1425640,,2024-04-25,Scotland,Uganda,"Tolerance Oval, Abu Dhabi",Uganda,field
1425641,,2024-04-25,Zimbabwe,Vanuatu,"Zayed Cricket Stadium, Abu Dhabi",Zimbabwe,bat
1425642,,2024-04-27,Netherlands,Vanuatu,"Tolerance Oval, Abu Dhabi",Netherlands,bat
1425643,,2024-04-27,United States of America,Uganda,"Zayed Cricket Stadium, Abu Dhabi",United States of America,bat
1425644,,2024-04-27,United Arab Emirates,Zimbabwe,"Tolerance Oval, Abu Dhabi",United Arab Emirates,bat
1425645,,2024-04-27,Scotland,Sri Lanka,"Zayed Cricket Stadium, Abu Dhabi",Sri Lanka,field
1425646,,2024-04-29,Scotland,United States of America,"Tolerance Oval, Abu Dhabi",United States of America,field
